latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
57.87394,56.16192,314.15,0.53,0.67,2021-09-28,0011,N,nominal,2.0NRT,271.92,2.82,N
61.12317,45.53247,301.02,0.39,0.44,2021-09-28,0011,N,nominal,2.0NRT,271.25,0.89,N
55.58848,51.94928,302.95,0.49,0.65,2021-09-28,0011,N,nominal,2.0NRT,274.06,1.6,N
55.59849,51.90318,313.63,0.49,0.65,2021-09-28,0011,N,nominal,2.0NRT,274.23,1.34,N
55.60368,51.90436,303.4,0.49,0.65,2021-09-28,0013,N,nominal,2.0NRT,273.56,0.99,N
55.58622,51.95146,314.58,0.49,0.65,2021-09-28,0013,N,nominal,2.0NRT,274.14,1.5,N
55.59616,51.90491,296.6,0.49,0.65,2021-09-28,0013,N,nominal,2.0NRT,273.41,0.99,N
54.63866,52.19661,303.54,0.55,0.68,2021-09-28,0013,N,nominal,2.0NRT,270.1,0.53,N
59.38673,28.46181,307.92,0.42,0.38,2021-09-28,0013,N,nominal,2.0NRT,277.5,1.12,N
59.38599,28.46254,316.31,0.42,0.38,2021-09-28,0013,N,nominal,2.0NRT,279.08,1.87,N
58.96826,30.03184,303.57,0.4,0.37,2021-09-28,0013,N,nominal,2.0NRT,274.12,0.94,N
59.06378,28.13554,295.51,0.43,0.38,2021-09-28,0013,N,nominal,2.0NRT,277.88,0.66,N
52.22185,51.83857,296.95,0.66,0.73,2021-09-28,0013,N,nominal,2.0NRT,270.95,0.77,N
51.64968,52.79845,295.35,0.75,0.77,2021-09-28,0013,N,nominal,2.0NRT,269.94,0.68,N
51.61383,52.80109,312.02,0.75,0.77,2021-09-28,0013,N,nominal,2.0NRT,270.51,2.47,N
51.57166,52.75605,295.19,0.75,0.77,2021-09-28,0013,N,nominal,2.0NRT,270.55,3.52,N
51.56765,52.76565,313.84,0.75,0.77,2021-09-28,0013,N,nominal,2.0NRT,270.61,2.8,N
51.61607,52.80481,308.31,0.75,0.77,2021-09-28,0013,N,nominal,2.0NRT,271.1,1.68,N
51.56401,52.76268,321.52,0.75,0.77,2021-09-28,0013,N,nominal,2.0NRT,271.01,2.83,N
51.56799,52.75304,297.17,0.75,0.77,2021-09-28,0013,N,nominal,2.0NRT,270.24,2.83,N
55.50465,28.58761,297.2,0.39,0.36,2021-09-28,0013,N,nominal,2.0NRT,276.63,0.5,N
52.84767,29.99018,336.45,0.39,0.36,2021-09-28,0016,N,nominal,2.0NRT,281.18,3.97,N
50.61407,36.60288,297.09,0.4,0.44,2021-09-28,0016,N,nominal,2.0NRT,273.25,0.53,N
44.91638,45.28493,300.54,0.68,0.74,2021-09-28,0016,N,nominal,2.0NRT,277.39,1.45,N
47.88097,35.19136,309.32,0.41,0.45,2021-09-28,0016,N,nominal,2.0NRT,279.14,1.23,N
47.87702,35.18927,296.37,0.41,0.45,2021-09-28,0016,N,nominal,2.0NRT,278.52,0.82,N
47.87541,35.15867,306.83,0.41,0.45,2021-09-28,0016,N,nominal,2.0NRT,280.8,1.21,N
47.87021,35.16185,318.54,0.41,0.45,2021-09-28,0016,N,nominal,2.0NRT,283.08,1.21,N
47.86879,35.14921,295.71,0.41,0.45,2021-09-28,0016,N,nominal,2.0NRT,281.22,0.6,N
47.86484,35.14714,297.32,0.41,0.45,2021-09-28,0016,N,nominal,2.0NRT,281.2,0.6,N
47.86747,35.14791,297.25,0.41,0.45,2021-09-28,0016,N,nominal,2.0NRT,281.18,0.67,N
47.86623,35.15322,296.14,0.41,0.45,2021-09-28,0016,N,nominal,2.0NRT,282.75,0.67,N
47.85957,35.14382,295.04,0.41,0.45,2021-09-28,0016,N,nominal,2.0NRT,280.89,0.78,N
44.91517,45.28879,307.92,0.68,0.74,2021-09-28,0016,N,nominal,2.0NRT,277.88,1.06,N
47.82121,35.23183,295.28,0.42,0.45,2021-09-28,0016,N,nominal,2.0NRT,279.41,0.46,N
44.76329,45.20969,299.32,0.69,0.74,2021-09-28,0016,N,nominal,2.0NRT,276.6,0.93,N
48.74803,26.60542,297.23,0.39,0.36,2021-09-28,0016,N,nominal,2.0NRT,280.72,0.82,N
45.12214,37.94002,304.77,0.32,0.55,2021-09-28,0016,N,nominal,2.0NRT,277.9,0.53,N
45.12384,37.93899,313.98,0.32,0.55,2021-09-28,0016,N,nominal,2.0NRT,277.73,0.89,N
44.88363,38.11686,321.49,0.33,0.55,2021-09-28,0016,N,nominal,2.0NRT,279.36,1.42,N
44.73573,37.80736,339.61,0.32,0.55,2021-09-28,0016,N,nominal,2.0NRT,291.17,1.87,N
44.73468,37.81118,299.41,0.33,0.55,2021-09-28,0016,N,nominal,2.0NRT,283.19,1.87,N
44.77381,33.86345,302.55,0.43,0.46,2021-09-28,0016,N,nominal,2.0NRT,281.19,1.65,N
41.24411,36.46533,307.16,0.35,0.57,2021-09-28,0018,N,nominal,2.0NRT,284.63,1.46,N
43.23413,27.59275,301.11,0.41,0.37,2021-09-28,0018,N,nominal,2.0NRT,282.27,0.8,N
14.13211,29.11326,300.73,0.56,0.68,2021-09-28,0026,N,nominal,2.0NRT,288.65,0.53,N
14.12585,29.11186,309.65,0.56,0.68,2021-09-28,0026,N,nominal,2.0NRT,289.33,1.49,N
14.12895,29.11416,314.69,0.56,0.69,2021-09-28,0026,N,nominal,2.0NRT,289.49,2.02,N
56.63217,161.31322,349.28,0.4,0.37,2021-09-28,0139,N,nominal,2.0NRT,300.1,7.07,D
56.63292,161.3112,340,0.4,0.37,2021-09-28,0139,N,nominal,2.0NRT,290.39,15.12,D
61.87487,124.84822,331.56,0.72,0.76,2021-09-28,0143,N,nominal,2.0NRT,279,4,D
41.17843,32.63565,297.68,0.46,0.47,2021-09-28,0018,N,nominal,2.0NRT,284.96,0.77,N
41.17425,32.63388,307.45,0.46,0.47,2021-09-28,0018,N,nominal,2.0NRT,283.52,0.77,N
41.17733,32.63396,304.76,0.46,0.47,2021-09-28,0018,N,nominal,2.0NRT,286.13,1.18,N
41.17315,32.63214,301.11,0.46,0.47,2021-09-28,0018,N,nominal,2.0NRT,282.9,1.18,N
41.26933,31.42274,298.14,0.4,0.44,2021-09-28,0018,N,nominal,2.0NRT,285.61,1.21,N
41.2683,31.4274,299.98,0.4,0.44,2021-09-28,0018,N,nominal,2.0NRT,286.74,1.21,N
41.26537,31.42121,324.67,0.4,0.44,2021-09-28,0018,N,nominal,2.0NRT,285.98,1.21,N
41.26432,31.42587,302.57,0.4,0.44,2021-09-28,0018,N,nominal,2.0NRT,287.5,1.21,N
41.25832,31.4335,296.89,0.4,0.44,2021-09-28,0018,N,nominal,2.0NRT,284.73,1.03,N
41.25452,31.41189,307.48,0.4,0.44,2021-09-28,0018,N,nominal,2.0NRT,284.69,0.72,N
41.63083,27.68646,304.06,0.43,0.38,2021-09-28,0018,N,nominal,2.0NRT,285.62,0.85,N
41.79785,26.70231,300.58,0.4,0.37,2021-09-28,0018,N,nominal,2.0NRT,284.85,0.77,N
41.63496,27.50737,305.04,0.42,0.38,2021-09-28,0018,N,nominal,2.0NRT,285.59,0.84,N
40.75715,31.78508,298.33,0.43,0.46,2021-09-28,0018,N,nominal,2.0NRT,281.26,0.96,N
41.02219,28.55446,312.02,0.46,0.39,2021-09-28,0018,N,nominal,2.0NRT,287.6,1.18,N
41.02112,28.55992,299.93,0.46,0.39,2021-09-28,0018,N,nominal,2.0NRT,287.46,1.18,N
38.03805,40.21385,296.29,0.66,0.73,2021-09-28,0018,N,nominal,2.0NRT,283.91,0.88,N
38.06224,40.06753,295.21,0.65,0.73,2021-09-28,0018,N,nominal,2.0NRT,284.84,0.67,N
38.45643,38.72316,297.25,0.54,0.68,2021-09-28,0018,N,nominal,2.0NRT,285.32,1.55,N
37.79711,38.54739,299.09,0.55,0.68,2021-09-28,0018,N,nominal,2.0NRT,288.55,1.74,N
37.79287,38.54917,311.37,0.55,0.68,2021-09-28,0018,N,nominal,2.0NRT,288.59,1.2,N
37.71393,38.40274,301.08,0.55,0.68,2021-09-28,0018,N,nominal,2.0NRT,284.32,1.23,N
40.44472,27.13515,308.95,0.42,0.38,2021-09-28,0018,N,nominal,2.0NRT,288.9,1.99,N
37.71062,38.40187,305.08,0.55,0.68,2021-09-28,0018,N,nominal,2.0NRT,283.74,1.09,N
39.7454,30.2003,295.02,0.57,0.43,2021-09-28,0018,N,nominal,2.0NRT,281.6,0.57,N
37.69638,38.08705,299.91,0.53,0.67,2021-09-28,0018,N,nominal,2.0NRT,287.05,0.61,N
37.69669,38.0873,299.02,0.53,0.67,2021-09-28,0018,N,nominal,2.0NRT,287.01,0.85,N
39.48375,30.04389,305.39,0.57,0.43,2021-09-28,0018,N,nominal,2.0NRT,282.26,1.13,N
37.56429,37.06746,300.35,0.47,0.64,2021-09-28,0018,N,nominal,2.0NRT,285.84,0.56,N
37.56089,37.06512,312.71,0.47,0.64,2021-09-28,0018,N,nominal,2.0NRT,286.26,1.21,N
39.86782,26.24627,303.35,0.41,0.37,2021-09-28,0018,N,nominal,2.0NRT,287.37,0.63,N
39.86446,26.24524,311.2,0.41,0.37,2021-09-28,0018,N,nominal,2.0NRT,289.37,1.59,N
37.29441,37.15758,299.97,0.49,0.65,2021-09-28,0018,N,nominal,2.0NRT,288.62,0.99,N
39.26051,27.73792,311.84,0.46,0.39,2021-09-28,0018,N,nominal,2.0NRT,285.8,1.4,N
38.66031,30.62094,299.69,0.42,0.45,2021-09-28,0018,N,nominal,2.0NRT,281.49,0.81,N
39.25696,27.7369,301.15,0.46,0.39,2021-09-28,0018,N,nominal,2.0NRT,284.62,0.87,N
39.16763,27.63159,297.87,0.46,0.39,2021-09-28,0018,N,nominal,2.0NRT,287.1,0.47,N
36.78176,36.20384,303.45,0.45,0.63,2021-09-28,0020,N,nominal,2.0NRT,291.41,1.36,N
35.38191,40.30159,302.71,0.79,0.78,2021-09-28,0020,N,nominal,2.0NRT,288.44,1.57,N
38.75534,26.95145,313.16,0.44,0.38,2021-09-28,0020,N,nominal,2.0NRT,290.21,1.91,N
38.74841,26.94928,300.11,0.44,0.38,2021-09-28,0020,N,nominal,2.0NRT,290.01,0.52,N
38.74495,26.9482,305.64,0.44,0.38,2021-09-28,0020,N,nominal,2.0NRT,289.79,0.52,N
38.74147,26.94714,311.33,0.44,0.38,2021-09-28,0020,N,nominal,2.0NRT,291.04,1.37,N
38.73801,26.94608,312.1,0.44,0.38,2021-09-28,0020,N,nominal,2.0NRT,293.69,1.37,N
38.73426,26.96589,302.38,0.44,0.38,2021-09-28,0020,N,nominal,2.0NRT,289.36,0.64,N
36.8714,34.76278,303.03,0.37,0.58,2021-09-28,0020,N,nominal,2.0NRT,291.36,1,N
36.87028,34.76701,301.2,0.37,0.58,2021-09-28,0020,N,nominal,2.0NRT,291.18,0.73,N
38.42814,27.21773,311.84,0.45,0.39,2021-09-28,0020,N,nominal,2.0NRT,292.01,1.58,N
36.93636,30.64854,319.75,0.46,0.47,2021-09-28,0020,N,nominal,2.0NRT,290.62,2.04,N
34.91931,37.94505,303.82,0.62,0.71,2021-09-28,0020,N,nominal,2.0NRT,284.39,0.52,N
34.9146,37.94447,315.07,0.62,0.71,2021-09-28,0020,N,nominal,2.0NRT,284.86,1.79,N
34.61019,37.90417,298.18,0.63,0.72,2021-09-28,0020,N,nominal,2.0NRT,285.69,0.6,N
34.97176,35.89453,302.48,0.48,0.65,2021-09-28,0020,N,nominal,2.0NRT,290.77,0.5,N
34.97435,35.89465,305.77,0.48,0.65,2021-09-28,0020,N,nominal,2.0NRT,291.27,0.84,N
36.33218,29.36733,307.34,0.4,0.45,2021-09-28,0020,N,nominal,2.0NRT,289.75,0.94,N
35.61619,27.12861,305.75,0.49,0.4,2021-09-28,0020,N,nominal,2.0NRT,288.12,1.05,N
30.70438,33.85363,308.7,0.47,0.64,2021-09-28,0020,N,nominal,2.0NRT,291.19,1.86,N
30.69862,33.85165,301.56,0.47,0.64,2021-09-28,0020,N,nominal,2.0NRT,290,1.26,N
31.3548,30.31775,303.29,0.58,0.52,2021-09-28,0020,N,nominal,2.0NRT,292.88,0.53,N
31.12442,29.81251,304.7,0.55,0.51,2021-09-28,0020,N,nominal,2.0NRT,293.91,2.29,N
31.09703,29.88934,305,0.55,0.51,2021-09-28,0020,N,nominal,2.0NRT,293.48,1.3,N
31.01023,29.83142,310.7,0.55,0.51,2021-09-28,0020,N,nominal,2.0NRT,291.69,1.7,N
30.87856,29.46131,304.56,0.53,0.5,2021-09-28,0020,N,nominal,2.0NRT,292.47,1.21,N
30.31447,31.67893,311.37,0.36,0.58,2021-09-28,0020,N,nominal,2.0NRT,290.33,1.12,N
30.31587,31.6787,314.21,0.36,0.58,2021-09-28,0020,N,nominal,2.0NRT,290.31,0.9,N
30.32931,30.8873,301.63,0.33,0.55,2021-09-28,0022,N,nominal,2.0NRT,290.57,0.25,N
30.86362,27.60241,298.77,0.42,0.45,2021-09-28,0022,N,nominal,2.0NRT,288.34,0.6,N
29.80579,32.0901,314.98,0.4,0.6,2021-09-28,0022,N,nominal,2.0NRT,293.55,1.39,N
29.76863,32.21584,302.78,0.4,0.6,2021-09-28,0022,N,nominal,2.0NRT,291.42,1.07,N
30.81288,27.31511,315.7,0.4,0.45,2021-09-28,0022,N,nominal,2.0NRT,288.43,0.79,N
29.9156,31.23394,300.07,0.35,0.57,2021-09-28,0022,N,nominal,2.0NRT,289.83,0.62,N
30.53771,28.49215,313.41,0.47,0.48,2021-09-28,0022,N,nominal,2.0NRT,289.92,1.19,N
29.63039,32.30168,315.83,0.41,0.61,2021-09-28,0022,N,nominal,2.0NRT,293.01,1.47,N
30.7716,27.10506,322.67,0.39,0.44,2021-09-28,0022,N,nominal,2.0NRT,291.34,1.74,N
30.85639,26.62066,304.52,0.56,0.43,2021-09-28,0022,N,nominal,2.0NRT,289.61,1.16,N
29.8205,31.3097,304.27,0.36,0.57,2021-09-28,0022,N,nominal,2.0NRT,292.66,1.07,N
30.82582,26.46806,303.62,0.55,0.43,2021-09-28,0022,N,nominal,2.0NRT,289.71,1.04,N
30.02593,29.93271,303.62,0.59,0.53,2021-09-28,0022,N,nominal,2.0NRT,288.35,0.98,N
30.37001,27.22964,307.99,0.41,0.45,2021-09-28,0022,N,nominal,2.0NRT,287.77,0.56,N
30.53659,26.08137,343.59,0.53,0.42,2021-09-28,0022,N,nominal,2.0NRT,292.41,4.25,N
30.53279,26.08038,312.89,0.53,0.42,2021-09-28,0022,N,nominal,2.0NRT,289.61,4.25,N
30.53172,26.08585,301.42,0.53,0.42,2021-09-28,0022,N,nominal,2.0NRT,290.05,4.25,N
30.53066,26.09131,302.56,0.53,0.42,2021-09-28,0022,N,nominal,2.0NRT,291.2,1.1,N
29.85663,28.52742,317.1,0.49,0.49,2021-09-28,0022,N,nominal,2.0NRT,291.23,2.13,N
29.85004,27.94926,319.91,0.46,0.47,2021-09-28,0022,N,nominal,2.0NRT,291.12,1.17,N
29.04982,31.1731,306.99,0.36,0.58,2021-09-28,0022,N,nominal,2.0NRT,292.1,0.88,N
29.0203,31.2028,317.8,0.37,0.58,2021-09-28,0022,N,nominal,2.0NRT,295.87,2.88,N
29.01941,31.20646,306.71,0.37,0.58,2021-09-28,0022,N,nominal,2.0NRT,293.62,1.53,N
29.01509,31.20119,308.56,0.37,0.58,2021-09-28,0022,N,nominal,2.0NRT,293.55,1.4,N
28.92337,31.08124,310.65,0.36,0.58,2021-09-28,0022,N,nominal,2.0NRT,292.65,0.88,N
28.26434,33.68274,304.13,0.53,0.67,2021-09-28,0022,N,nominal,2.0NRT,293.04,0.91,N
28.92413,31.08256,307.3,0.36,0.58,2021-09-28,0022,N,nominal,2.0NRT,292.86,0.93,N
27.19258,30.98794,310.44,0.39,0.59,2021-09-28,0022,N,nominal,2.0NRT,291.62,1.11,N
27.16899,31.01411,318.19,0.39,0.59,2021-09-28,0022,N,nominal,2.0NRT,295.01,1.89,N
27.19138,30.98903,312.43,0.39,0.59,2021-09-28,0022,N,nominal,2.0NRT,291.57,0.86,N
27.16799,31.01524,318.88,0.39,0.6,2021-09-28,0022,N,nominal,2.0NRT,294.11,2.16,N
26.65683,31.32032,303.34,0.42,0.61,2021-09-28,0022,N,nominal,2.0NRT,292.07,0.7,N
59.38569,28.45844,297.3,0.39,0.59,2021-09-28,0154,N,nominal,2.0NRT,275.87,1.39,N
68.41624,83.63045,367,0.49,0.65,2021-09-28,0007,N,high,2.0NRT,269.82,12.96,N
68.41212,83.63587,351.72,0.49,0.65,2021-09-28,0007,N,nominal,2.0NRT,268.87,12.96,N
67.71348,83.4947,312.77,0.54,0.68,2021-09-28,0007,N,nominal,2.0NRT,265.48,1.31,N
67.7473,83.37679,302.78,0.53,0.67,2021-09-28,0007,N,nominal,2.0NRT,266.67,1.26,N
67.59222,83.24782,338.38,0.54,0.68,2021-09-28,0007,N,nominal,2.0NRT,268.61,6.2,N
67.59401,83.25623,333.88,0.54,0.68,2021-09-28,0007,N,nominal,2.0NRT,268.98,4.24,N
67.59126,83.24109,305.99,0.54,0.68,2021-09-28,0007,N,nominal,2.0NRT,265.74,1.67,N
67.55705,83.21075,329.82,0.55,0.68,2021-09-28,0007,N,nominal,2.0NRT,269.9,2.57,N
67.51649,83.20717,304.83,0.55,0.68,2021-09-28,0007,N,nominal,2.0NRT,266.69,0.87,N
67.33432,83.13479,329.27,0.56,0.69,2021-09-28,0007,N,nominal,2.0NRT,268.82,2.98,N
67.27242,83.21423,345.94,0.57,0.69,2021-09-28,0007,N,nominal,2.0NRT,269.26,6.93,N
67.31724,83.138,320.42,0.56,0.69,2021-09-28,0007,N,nominal,2.0NRT,266.51,2.39,N
67.27998,83.03577,367,0.57,0.69,2021-09-28,0007,N,high,2.0NRT,275.4,16.11,N
67.27959,83.03342,367,0.57,0.69,2021-09-28,0007,N,high,2.0NRT,273.8,15.38,N
68.52498,79.96307,352.33,0.44,0.62,2021-09-28,0007,N,nominal,2.0NRT,270.69,2.14,N
68.52222,79.94902,313.64,0.44,0.62,2021-09-28,0007,N,nominal,2.0NRT,269.37,2.14,N
68.5186,79.9546,298.56,0.44,0.62,2021-09-28,0007,N,nominal,2.0NRT,268.97,2.14,N
70.98723,74.58791,336.61,0.54,0.51,2021-09-28,0007,N,nominal,2.0NRT,267.62,4.48,N
70.98516,74.60072,334.68,0.54,0.51,2021-09-28,0007,N,nominal,2.0NRT,268.22,3.59,N
65.38875,82.41809,314.09,0.72,0.76,2021-09-28,0007,N,nominal,2.0NRT,269.49,1.95,N
67.02792,75.52881,336.44,0.47,0.64,2021-09-28,0007,N,nominal,2.0NRT,257.7,3.88,N
66.10124,76.84422,323.12,0.55,0.68,2021-09-28,0007,N,nominal,2.0NRT,267.77,1.92,N
67.80421,72.52415,297.76,0.38,0.59,2021-09-28,0007,N,nominal,2.0NRT,257.07,0.54,N
67.80154,72.5268,295.98,0.38,0.59,2021-09-28,0007,N,nominal,2.0NRT,258.2,0.69,N
67.78799,72.46262,295.51,0.38,0.59,2021-09-28,0007,N,nominal,2.0NRT,258.26,0.33,N
66.17143,71.06931,329.46,0.44,0.63,2021-09-28,0007,N,nominal,2.0NRT,267.34,3.61,N
66.20046,70.99458,367,0.44,0.62,2021-09-28,0007,N,high,2.0NRT,273.7,10.04,N
66.18751,71.01972,334.74,0.44,0.63,2021-09-28,0007,N,nominal,2.0NRT,268.35,3.16,N
66.19722,71.00088,304.86,0.44,0.63,2021-09-28,0007,N,nominal,2.0NRT,268.4,4.42,N
66.17412,71.02717,315.67,0.44,0.63,2021-09-28,0007,N,nominal,2.0NRT,266.55,1.57,N
66.17045,71.01582,296.94,0.44,0.63,2021-09-28,0007,N,nominal,2.0NRT,265.65,0.86,N
63.24311,72.84148,309.62,0.69,0.74,2021-09-28,0009,N,nominal,2.0NRT,267.97,1.22,N
63.24129,72.84452,301.06,0.69,0.74,2021-09-28,0009,N,nominal,2.0NRT,268,2.64,N
61.47003,70.41122,367,0.77,0.78,2021-09-28,0009,N,high,2.0NRT,271.04,12.15,N
61.46533,70.39946,305.79,0.77,0.78,2021-09-28,0009,N,nominal,2.0NRT,267.73,2.09,N
61.98246,68.58332,300.72,0.67,0.74,2021-09-28,0009,N,nominal,2.0NRT,269.41,1.8,N
61.97966,68.58315,300.8,0.67,0.74,2021-09-28,0009,N,nominal,2.0NRT,269.09,2.55,N
61.75666,66.9642,329.89,0.64,0.72,2021-09-28,0009,N,nominal,2.0NRT,267.9,5.16,N
61.73244,66.44833,306.91,0.62,0.72,2021-09-28,0009,N,nominal,2.0NRT,268.01,1.24,N
60.81773,65.42402,312.7,0.66,0.73,2021-09-28,0009,N,nominal,2.0NRT,269.55,2.87,N
60.8151,65.42226,322.46,0.66,0.73,2021-09-28,0009,N,nominal,2.0NRT,269.54,2.98,N
61.06358,63.94079,295.06,0.59,0.7,2021-09-28,0009,N,nominal,2.0NRT,267.55,0.59,N
60.3284,64.73732,296.2,0.67,0.74,2021-09-28,0009,N,nominal,2.0NRT,267.95,1.57,N
58.6247,59.93174,335.49,0.62,0.71,2021-09-28,0011,N,nominal,2.0NRT,271.77,9.66,N
58.6209,59.9401,325.25,0.62,0.71,2021-09-28,0011,N,nominal,2.0NRT,270.92,6.31,N
58.62384,59.94104,316.17,0.62,0.71,2021-09-28,0011,N,nominal,2.0NRT,271.49,3.97,N
58.61886,59.93239,347.36,0.62,0.71,2021-09-28,0011,N,nominal,2.0NRT,271.61,3.97,N
57.94361,60.05576,311.26,0.67,0.74,2021-09-28,0011,N,nominal,2.0NRT,272.03,2.19,N
58.87078,57.55089,297.24,0.52,0.67,2021-09-28,0011,N,nominal,2.0NRT,261.89,0.49,N
58.39421,58.33198,312.82,0.57,0.69,2021-09-28,0011,N,nominal,2.0NRT,275.14,2.22,N
58.39237,58.33039,314.28,0.57,0.69,2021-09-28,0011,N,nominal,2.0NRT,275.67,1.87,N
53.14724,136.80879,333.32,0.41,0.37,2021-09-28,0317,N,nominal,2.0NRT,300.01,4.45,D
53.14376,136.79019,332.13,0.41,0.37,2021-09-28,0317,N,nominal,2.0NRT,295,9.82,D
53.15058,136.80724,325.16,0.41,0.37,2021-09-28,0317,N,low,2.0NRT,297.53,4.45,D
53.14829,136.79495,337.59,0.41,0.37,2021-09-28,0317,N,nominal,2.0NRT,303.27,9.82,D
53.14711,136.78864,329.07,0.41,0.37,2021-09-28,0317,N,nominal,2.0NRT,290,9.82,D
53.15279,136.79965,328.36,0.41,0.37,2021-09-28,0317,N,low,2.0NRT,299.34,10.98,D
53.73025,138.30623,342.43,0.39,0.36,2021-09-28,0317,N,nominal,2.0NRT,300.26,9.25,D
53.74487,138.33069,329.08,0.39,0.36,2021-09-28,0317,N,nominal,2.0NRT,296.6,2.62,D
53.7439,138.32487,326.8,0.39,0.36,2021-09-28,0317,N,nominal,2.0NRT,295.58,2.62,D
53.74892,138.32146,325.11,0.39,0.36,2021-09-28,0317,N,low,2.0NRT,295.7,3.41,D
53.75734,138.32979,326.42,0.39,0.36,2021-09-28,0317,N,low,2.0NRT,300.08,2.26,D
53.69385,137.36888,338.13,0.4,0.37,2021-09-28,0317,N,low,2.0NRT,311.1,50.15,D
53.69489,137.37263,330.26,0.4,0.37,2021-09-28,0317,N,nominal,2.0NRT,293.42,25.54,D
53.69404,137.34784,343.19,0.4,0.37,2021-09-28,0317,N,nominal,2.0NRT,304.49,21.45,D
53.693,137.342,348.74,0.4,0.37,2021-09-28,0317,N,nominal,2.0NRT,309.67,25.44,D
53.69839,137.35219,334.22,0.4,0.37,2021-09-28,0317,N,nominal,2.0NRT,299.21,16.8,D
53.69736,137.34639,353.65,0.4,0.37,2021-09-28,0317,N,nominal,2.0NRT,297.45,16.8,D
53.69631,137.3405,356,0.4,0.37,2021-09-28,0317,N,nominal,2.0NRT,300.84,32.43,D
53.69527,137.33467,367,0.4,0.37,2021-09-28,0317,N,low,2.0NRT,327.88,32.43,D
53.69855,137.33307,349.01,0.4,0.37,2021-09-28,0317,N,nominal,2.0NRT,298.46,32.43,D
56.11475,137.4156,328.19,0.39,0.36,2021-09-28,0317,N,nominal,2.0NRT,288.67,2.94,D
56.1174,137.36798,335.04,0.39,0.36,2021-09-28,0317,N,nominal,2.0NRT,292.92,7.56,D
56.12366,137.38466,352.07,0.39,0.36,2021-09-28,0317,N,nominal,2.0NRT,295.18,13.42,D
56.12062,137.36624,346.32,0.39,0.36,2021-09-28,0317,N,nominal,2.0NRT,298.83,7.56,D
56.12386,137.36458,325.53,0.39,0.36,2021-09-28,0317,N,nominal,2.0NRT,288.95,3.23,D
61.54602,129.57544,329.01,0.43,0.38,2021-09-28,0319,N,nominal,2.0NRT,283.92,5.65,D
61.54448,129.56789,348.82,0.43,0.38,2021-09-28,0319,N,nominal,2.0NRT,287.35,8.47,D
61.54774,129.56497,346.9,0.43,0.38,2021-09-28,0319,N,nominal,2.0NRT,284.01,7.86,D
61.94958,129.99762,327.72,0.42,0.37,2021-09-28,0319,N,nominal,2.0NRT,282.34,3.88,D
61.80679,126.60762,327.07,0.48,0.4,2021-09-28,0319,N,nominal,2.0NRT,282.75,2.74,D
62.4082,128.08611,331.52,0.44,0.38,2021-09-28,0319,N,nominal,2.0NRT,283.29,5.47,D
62.40656,128.07825,335.89,0.44,0.38,2021-09-28,0319,N,nominal,2.0NRT,283.91,6.23,D
61.87393,124.85314,325.01,0.53,0.42,2021-09-28,0319,N,nominal,2.0NRT,282.45,2.66,D
61.86949,124.83485,326.59,0.53,0.42,2021-09-28,0319,N,nominal,2.0NRT,281.51,8.48,D
62.41716,126.3657,341.42,0.47,0.4,2021-09-28,0319,N,nominal,2.0NRT,283.04,8.56,D
62.42236,126.37059,332.44,0.47,0.4,2021-09-28,0319,N,nominal,2.0NRT,283.37,8.56,D
62.42142,126.37277,327.57,0.47,0.4,2021-09-28,0319,N,nominal,2.0NRT,281.35,7.16,D
62.41954,126.3644,346.08,0.47,0.4,2021-09-28,0319,N,nominal,2.0NRT,283.4,8.79,D
61.96148,123.09639,335.58,0.39,0.44,2021-09-28,0319,N,nominal,2.0NRT,280.42,2.91,D
62.97231,124.29256,329.44,0.51,0.41,2021-09-28,0321,N,nominal,2.0NRT,280.86,6.16,D
64.67198,117.60709,329.16,0.42,0.45,2021-09-28,0321,N,nominal,2.0NRT,275.79,3.46,D
64.78275,117.96227,339.52,0.41,0.45,2021-09-28,0321,N,nominal,2.0NRT,279.12,7.2,D
10.92716,123.27637,334.89,0.55,0.42,2021-09-28,0449,N,nominal,2.0NRT,290.53,4.39,D
10.92803,123.27852,333.65,0.54,0.42,2021-09-28,0449,N,nominal,2.0NRT,290.47,4.9,D
67.27279,83.20867,356.64,0.61,0.71,2021-09-28,0325,N,nominal,2.0NRT,274.51,6.92,D
67.59476,83.24094,342.28,0.58,0.7,2021-09-28,0325,N,nominal,2.0NRT,272.29,5.15,D
68.41323,83.63243,357.39,0.51,0.66,2021-09-28,0325,N,low,2.0NRT,277.15,10.31,D
68.41576,83.61691,343.25,0.51,0.66,2021-09-28,0325,N,nominal,2.0NRT,270.77,10.31,D
35.93622,140.68416,330,0.57,0.43,2021-09-28,0313,N,nominal,2.0NRT,289.14,5.67,D
37.14529,138.07056,337.75,0.49,0.48,2021-09-28,0313,N,nominal,2.0NRT,291.43,2.97,D
40.79968,140.36467,326.94,0.49,0.4,2021-09-28,0313,N,low,2.0NRT,300.34,1.26,D
40.87809,140.41029,332.38,0.48,0.4,2021-09-28,0313,N,nominal,2.0NRT,295.83,2.55,D
40.87758,140.41426,331.44,0.48,0.4,2021-09-28,0313,N,nominal,2.0NRT,296.96,3.3,D
40.90147,140.41814,326.77,0.48,0.4,2021-09-28,0313,N,nominal,2.0NRT,298.83,2.51,D
