latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
37.16007,43.38665,308.8,0.6,0.53,2021-09-28,2220,N,nominal,2.0NRT,286.49,2.67,N
37.15654,43.36612,304.55,0.6,0.53,2021-09-28,2220,N,nominal,2.0NRT,285.9,3.15,N
37.16521,43.37345,296.67,0.6,0.53,2021-09-28,2220,N,nominal,2.0NRT,284.91,2.68,N
37.16465,43.38065,299.97,0.6,0.53,2021-09-28,2220,N,nominal,2.0NRT,286.44,1.39,N
37.16076,43.36657,327.47,0.6,0.53,2021-09-28,2220,N,nominal,2.0NRT,287.28,2.68,N
37.15912,43.38795,312.17,0.6,0.53,2021-09-28,2220,N,nominal,2.0NRT,286.1,1.39,N
37.15571,43.36757,300.74,0.6,0.53,2021-09-28,2220,N,nominal,2.0NRT,285.74,1.42,N
36.56451,48.80486,307.64,0.47,0.4,2021-09-28,2220,N,nominal,2.0NRT,282.54,1.59,N
37.08412,43.11212,297.24,0.62,0.54,2021-09-28,2220,N,nominal,2.0NRT,286.18,0.56,N
37.01146,43.91192,301.95,0.56,0.52,2021-09-28,2220,N,nominal,2.0NRT,286.85,0.98,N
37.01094,43.91882,303.01,0.56,0.52,2021-09-28,2220,N,nominal,2.0NRT,287.43,1.04,N
37.27889,38.72881,300.1,0.54,0.68,2021-09-28,2220,N,nominal,2.0NRT,289.34,1.08,N
37.00629,43.91655,306.42,0.56,0.52,2021-09-28,2220,N,nominal,2.0NRT,288.66,1.27,N
37.00118,43.92024,300.95,0.56,0.52,2021-09-28,2220,N,nominal,2.0NRT,289.5,1.27,N
37.01112,43.91708,313.47,0.56,0.52,2021-09-28,2220,N,nominal,2.0NRT,288.34,1.54,N
37.0065,43.91473,307.2,0.56,0.52,2021-09-28,2220,N,nominal,2.0NRT,288.38,1.74,N
37.00137,43.91853,301.15,0.56,0.51,2021-09-28,2220,N,nominal,2.0NRT,289.04,1.58,N
37.08337,42.48037,333.6,0.34,0.56,2021-09-28,2220,N,nominal,2.0NRT,291.91,1.94,N
37.07824,42.55593,342.72,0.33,0.56,2021-09-28,2220,N,nominal,2.0NRT,291.44,1.54,N
37.07798,42.55982,304.44,0.33,0.56,2021-09-28,2220,N,nominal,2.0NRT,290.15,1.54,N
37.05321,42.13119,301.16,0.35,0.57,2021-09-28,2220,N,nominal,2.0NRT,289.09,0.54,N
36.91653,43.56554,299.34,0.59,0.52,2021-09-28,2220,N,nominal,2.0NRT,287.32,0.88,N
36.91914,43.56655,299.05,0.58,0.52,2021-09-28,2220,N,nominal,2.0NRT,286.5,1.1,N
35.82131,52.80679,300.61,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,283.41,0.53,N
36.91357,43.3827,316.82,0.6,0.53,2021-09-28,2220,N,nominal,2.0NRT,285.75,2,N
36.9086,43.38281,303.49,0.6,0.53,2021-09-28,2220,N,nominal,2.0NRT,283.99,2,N
36.90807,43.38988,317.87,0.6,0.53,2021-09-28,2220,N,nominal,2.0NRT,285.49,2,N
36.99382,42.00264,301.09,0.36,0.57,2021-09-28,2220,N,nominal,2.0NRT,286.39,0.34,N
36.89521,43.42897,307.37,0.59,0.53,2021-09-28,2220,N,nominal,2.0NRT,285.63,1.51,N
36.89032,43.42822,312.35,0.59,0.53,2021-09-28,2220,N,nominal,2.0NRT,285.42,3.05,N
36.88065,43.42519,298.73,0.59,0.53,2021-09-28,2220,N,nominal,2.0NRT,286.36,0.89,N
36.87094,43.48915,309.3,0.59,0.53,2021-09-28,2220,N,nominal,2.0NRT,288.31,2.43,N
36.86895,43.51574,310.2,0.59,0.53,2021-09-28,2220,N,nominal,2.0NRT,287.69,1.53,N
36.94077,42.16885,317.57,0.35,0.57,2021-09-28,2220,N,nominal,2.0NRT,287.45,1,N
36.94053,42.17283,299.91,0.35,0.57,2021-09-28,2220,N,nominal,2.0NRT,287.3,1,N
36.93845,42.1204,300.88,0.35,0.57,2021-09-28,2220,N,nominal,2.0NRT,287.94,0.74,N
36.93795,42.12854,304.56,0.35,0.57,2021-09-28,2220,N,nominal,2.0NRT,288.77,1.14,N
36.9377,42.13256,315.46,0.35,0.57,2021-09-28,2220,N,nominal,2.0NRT,289.59,1.14,N
36.872,42.83364,304.06,0.32,0.55,2021-09-28,2220,N,nominal,2.0NRT,288.99,0.49,N
35.63836,53.47731,306.67,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,290.45,0.7,N
36.95354,41.65787,298.59,0.37,0.58,2021-09-28,2220,N,nominal,2.0NRT,287.49,0.51,N
36.87374,42.83484,300.68,0.32,0.55,2021-09-28,2220,N,nominal,2.0NRT,288.19,0.2,N
36.9168,41.89598,309.55,0.36,0.57,2021-09-28,2220,N,nominal,2.0NRT,286.92,0.71,N
36.8902,41.97651,297.29,0.36,0.57,2021-09-28,2220,N,nominal,2.0NRT,285.84,0.82,N
36.88994,41.98063,307.01,0.36,0.57,2021-09-28,2220,N,nominal,2.0NRT,286.59,0.82,N
36.77745,43.32354,340.27,0.6,0.53,2021-09-28,2220,N,nominal,2.0NRT,292.35,9.22,N
36.74957,43.49959,301.51,0.59,0.53,2021-09-28,2220,N,nominal,2.0NRT,289.47,2.09,N
37.01992,36.10821,298.83,0.75,0.77,2021-09-28,2220,N,nominal,2.0NRT,287.18,1.58,N
37.01278,36.09928,300.82,0.75,0.77,2021-09-28,2220,N,nominal,2.0NRT,286.65,1.58,N
36.73074,43.28111,308.78,0.6,0.53,2021-09-28,2220,N,nominal,2.0NRT,289.65,1.07,N
36.72998,43.28241,306.15,0.6,0.53,2021-09-28,2220,N,nominal,2.0NRT,289.53,1.28,N
37.01145,36.10416,299.92,0.75,0.77,2021-09-28,2220,N,nominal,2.0NRT,286.73,2.43,N
36.53065,43.97436,311.49,0.55,0.51,2021-09-28,2220,N,nominal,2.0NRT,288.43,1.38,N
35.57834,51.51127,311.08,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,293.68,1.54,N
35.57503,51.51051,319.29,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,293.04,1.54,N
35.5432,51.42355,306.28,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,291.61,1.39,N
35.53655,51.42207,313.34,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,292.52,2.13,N
35.52451,51.41053,299.75,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,288.84,0.99,N
35.5218,51.40549,310.09,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,289.69,0.92,N
35.52118,51.40979,315.89,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,289.9,0.99,N
35.51954,51.40699,308.04,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,289.59,1.39,N
35.51891,51.41129,305.97,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,288.23,0.59,N
36.4599,42.66752,303.26,0.32,0.55,2021-09-28,2220,N,nominal,2.0NRT,288.51,0.37,N
36.33655,43.76263,298.32,0.56,0.52,2021-09-28,2220,N,nominal,2.0NRT,288.13,0.83,N
36.31413,43.74052,316.95,0.56,0.52,2021-09-28,2220,N,nominal,2.0NRT,289.45,3.07,N
36.45832,41.27879,306.21,0.39,0.59,2021-09-28,2220,N,nominal,2.0NRT,289.01,0.66,N
35.41764,50.91295,314.75,0.4,0.37,2021-09-28,2220,N,nominal,2.0NRT,289.4,1.51,N
36.08604,43.64099,304.9,0.57,0.52,2021-09-28,2220,N,nominal,2.0NRT,289.19,1.24,N
36.08124,43.64039,303.89,0.57,0.52,2021-09-28,2220,N,nominal,2.0NRT,288.89,1.24,N
35.37637,50.20525,306.46,0.41,0.37,2021-09-28,2220,N,nominal,2.0NRT,287.85,1.75,N
36.08241,43.63957,314.83,0.57,0.52,2021-09-28,2220,N,nominal,2.0NRT,289.66,2.04,N
36.02065,43.68407,315.56,0.56,0.52,2021-09-28,2220,N,nominal,2.0NRT,292.2,1.31,N
36.01587,43.68343,306.9,0.56,0.52,2021-09-28,2220,N,nominal,2.0NRT,289.83,0.88,N
36.00025,43.75826,316.01,0.56,0.51,2021-09-28,2220,N,nominal,2.0NRT,290.41,2.16,N
35.99975,43.7645,304.65,0.56,0.51,2021-09-28,2220,N,nominal,2.0NRT,288.97,2.16,N
35.2631,50.42449,304.73,0.41,0.37,2021-09-28,2220,N,nominal,2.0NRT,286.7,0.77,N
35.98017,43.76865,349.7,0.56,0.51,2021-09-28,2220,N,nominal,2.0NRT,295.63,5.27,N
35.97491,43.77436,304.24,0.56,0.51,2021-09-28,2220,N,nominal,2.0NRT,292.21,5.27,N
35.97062,43.76777,310.46,0.56,0.51,2021-09-28,2220,N,nominal,2.0NRT,294.09,4.04,N
35.96584,43.76736,339.58,0.56,0.51,2021-09-28,2220,N,nominal,2.0NRT,295.25,4.04,N
35.95448,43.72739,307.32,0.56,0.51,2021-09-28,2220,N,nominal,2.0NRT,291.37,2.37,N
35.97037,43.76747,312.45,0.56,0.51,2021-09-28,2220,N,nominal,2.0NRT,294.92,6.76,N
35.96559,43.76708,341.42,0.56,0.51,2021-09-28,2220,N,nominal,2.0NRT,294.63,6.76,N
35.95448,43.72718,308.62,0.56,0.51,2021-09-28,2220,N,nominal,2.0NRT,291.47,1.61,N
36.13265,40.8082,345.13,0.41,0.61,2021-09-28,2220,N,nominal,2.0NRT,291.36,4.02,N
35.92544,43.78726,317.43,0.55,0.51,2021-09-28,2220,N,nominal,2.0NRT,291.74,1.54,N
36.12081,40.817,300.55,0.41,0.6,2021-09-28,2220,N,nominal,2.0NRT,289.48,0.98,N
35.08984,50.39288,302.56,0.41,0.37,2021-09-28,2220,N,nominal,2.0NRT,290.35,0.4,N
35.81278,43.25738,304,0.59,0.53,2021-09-28,2220,N,nominal,2.0NRT,291.79,1.27,N
35.66835,45.00097,308.05,0.47,0.48,2021-09-28,2220,N,nominal,2.0NRT,288.1,1.44,N
35.72811,44.03349,320.4,0.53,0.5,2021-09-28,2220,N,nominal,2.0NRT,291.78,5.44,N
35.72762,44.03956,339.85,0.53,0.5,2021-09-28,2220,N,nominal,2.0NRT,294.76,5.44,N
35.72295,44.03877,339.02,0.53,0.5,2021-09-28,2220,N,nominal,2.0NRT,292.35,5.44,N
35.62671,45.20907,299.11,0.46,0.47,2021-09-28,2220,N,nominal,2.0NRT,288.67,0.91,N
35.73064,44.03344,316.97,0.53,0.5,2021-09-28,2220,N,nominal,2.0NRT,291.87,2.41,N
35.72546,44.03874,338.8,0.53,0.5,2021-09-28,2220,N,nominal,2.0NRT,295.4,9.21,N
35.72493,44.04474,317.16,0.53,0.5,2021-09-28,2220,N,nominal,2.0NRT,291.2,9.21,N
35.68719,43.87398,339.15,0.54,0.51,2021-09-28,2220,N,nominal,2.0NRT,293.12,21.12,N
35.68669,43.88005,317.73,0.54,0.51,2021-09-28,2220,N,nominal,2.0NRT,293.41,21.12,N
35.68248,43.87331,326.72,0.54,0.51,2021-09-28,2220,N,nominal,2.0NRT,289.5,6.71,N
35.68197,43.87941,333.11,0.54,0.51,2021-09-28,2220,N,nominal,2.0NRT,288.8,6.71,N
35.66554,43.96342,320.49,0.54,0.51,2021-09-28,2220,N,nominal,2.0NRT,291.2,5.16,N
35.66085,43.96273,338.7,0.54,0.51,2021-09-28,2220,N,nominal,2.0NRT,292.8,5.16,N
35.66035,43.96876,303.36,0.54,0.51,2021-09-28,2220,N,nominal,2.0NRT,290.21,4.12,N
35.62882,44.00691,339.21,0.54,0.5,2021-09-28,2220,N,nominal,2.0NRT,297.66,15.64,N
35.62832,44.01296,315.12,0.53,0.5,2021-09-28,2220,N,nominal,2.0NRT,291.49,6.22,N
34.93624,50.31713,304.78,0.41,0.37,2021-09-28,2220,N,nominal,2.0NRT,287.12,0.41,N
35.63191,44.00745,323.18,0.53,0.5,2021-09-28,2220,N,nominal,2.0NRT,292.04,7.22,N
35.62723,44.00693,339.24,0.53,0.5,2021-09-28,2220,N,nominal,2.0NRT,293.85,7.22,N
35.6267,44.01297,311.21,0.53,0.5,2021-09-28,2220,N,nominal,2.0NRT,290.91,7.22,N
35.10377,48.86419,304.37,0.46,0.39,2021-09-28,2220,N,nominal,2.0NRT,271.45,0.81,N
34.7962,50.84169,305.69,0.4,0.37,2021-09-28,2220,N,nominal,2.0NRT,287.74,0.65,N
35.53277,44.33923,356.83,0.51,0.49,2021-09-28,2220,N,nominal,2.0NRT,293.5,8.3,N
35.52819,44.33853,327.29,0.51,0.49,2021-09-28,2220,N,nominal,2.0NRT,289.53,4.76,N
35.52769,44.34434,340.11,0.51,0.49,2021-09-28,2220,N,nominal,2.0NRT,291.12,4.76,N
35.48927,44.15448,312.71,0.52,0.5,2021-09-28,2220,N,nominal,2.0NRT,288.53,1.73,N
35.48464,44.15383,300.05,0.52,0.5,2021-09-28,2220,N,nominal,2.0NRT,287.31,0.89,N
35.46109,44.41936,313.23,0.51,0.49,2021-09-28,2220,N,nominal,2.0NRT,291.73,1.47,N
35.41589,44.19184,333.34,0.52,0.5,2021-09-28,2220,N,nominal,2.0NRT,290.16,4.17,N
35.40883,44.22025,300.1,0.52,0.5,2021-09-28,2220,N,nominal,2.0NRT,287.8,0.68,N
35.40834,44.22606,303.07,0.52,0.5,2021-09-28,2220,N,nominal,2.0NRT,287.36,0.68,N
35.38578,44.2171,313.64,0.52,0.5,2021-09-28,2220,N,nominal,2.0NRT,289.56,2.33,N
35.3873,44.21717,313.77,0.52,0.5,2021-09-28,2220,N,nominal,2.0NRT,290.24,2.38,N
34.56469,50.94671,308.97,0.39,0.37,2021-09-28,2220,N,nominal,2.0NRT,290.32,0.82,N
35.32714,44.31939,305.76,0.51,0.49,2021-09-28,2220,N,nominal,2.0NRT,290.48,1.63,N
35.25317,44.42315,306,0.5,0.49,2021-09-28,2220,N,nominal,2.0NRT,291.75,0.83,N
35.12481,44.56802,321.28,0.49,0.49,2021-09-28,2220,N,nominal,2.0NRT,291.85,1.62,N
35.38211,40.30411,320.78,0.43,0.62,2021-09-28,2220,N,nominal,2.0NRT,291.05,1.48,N
34.3267,50.56092,302.31,0.4,0.37,2021-09-28,2220,N,nominal,2.0NRT,288.09,0.75,N
35.30427,40.44329,325.91,0.42,0.61,2021-09-28,2220,N,nominal,2.0NRT,290.06,2.12,N
35.00246,43.48842,310.54,0.56,0.52,2021-09-28,2220,N,nominal,2.0NRT,291.16,2.32,N
34.44414,48.65814,302.93,0.46,0.39,2021-09-28,2220,N,nominal,2.0NRT,286.21,1.61,N
34.19751,50.39403,299.6,0.4,0.37,2021-09-28,2220,N,nominal,2.0NRT,288.21,0.54,N
34.89976,43.80422,303.35,0.54,0.51,2021-09-28,2220,N,nominal,2.0NRT,291.87,5.38,N
34.89506,43.80355,338.8,0.54,0.51,2021-09-28,2220,N,nominal,2.0NRT,295,5.38,N
34.89457,43.80955,321.49,0.54,0.51,2021-09-28,2220,N,nominal,2.0NRT,291.87,4.56,N
35.11522,40.52022,306.46,0.42,0.61,2021-09-28,2220,N,nominal,2.0NRT,289.61,0.48,N
34.8979,43.80326,334.54,0.54,0.51,2021-09-28,2220,N,nominal,2.0NRT,293.07,3.67,N
34.89737,43.80924,320.71,0.54,0.51,2021-09-28,2220,N,nominal,2.0NRT,292.71,3.67,N
34.89268,43.80859,332,0.54,0.51,2021-09-28,2220,N,nominal,2.0NRT,291.7,3.67,N
34.89321,43.80259,306.17,0.54,0.51,2021-09-28,2220,N,nominal,2.0NRT,292.34,3.67,N
34.75856,45.15266,350.58,0.45,0.47,2021-09-28,2220,N,nominal,2.0NRT,296.47,7.33,N
35.11292,40.51814,313.25,0.42,0.61,2021-09-28,2220,N,nominal,2.0NRT,290.09,1.72,N
35.11264,40.52283,309.08,0.42,0.61,2021-09-28,2220,N,nominal,2.0NRT,290.44,1.09,N
34.62249,45.3639,323.48,0.44,0.46,2021-09-28,2220,N,nominal,2.0NRT,293.16,2.42,N
34.17752,49.00143,302.35,0.44,0.38,2021-09-28,2220,N,nominal,2.0NRT,282.16,1.08,N
34.91103,40.82512,339.08,0.4,0.6,2021-09-28,2220,N,nominal,2.0NRT,291.91,2.77,N
34.35157,47.36034,301.54,0.52,0.41,2021-09-28,2220,N,nominal,2.0NRT,286.02,0.98,N
34.3561,47.28635,301.15,0.52,0.42,2021-09-28,2220,N,nominal,2.0NRT,287.3,1.23,N
34.91246,40.82568,340.03,0.4,0.6,2021-09-28,2220,N,nominal,2.0NRT,291.67,1.93,N
34.90688,40.82516,301.16,0.4,0.6,2021-09-28,2220,N,nominal,2.0NRT,290.24,1.93,N
34.00031,49.47203,306.08,0.42,0.38,2021-09-28,2220,N,nominal,2.0NRT,289.6,0.94,N
33.99746,49.46676,297.94,0.42,0.38,2021-09-28,2220,N,nominal,2.0NRT,282.7,0.94,N
33.99685,49.47136,303.58,0.42,0.38,2021-09-28,2220,N,nominal,2.0NRT,284.47,0.94,N
34.29916,46.8711,301.95,0.55,0.42,2021-09-28,2220,N,nominal,2.0NRT,288.79,1.61,N
34.91811,37.94583,303.55,0.58,0.7,2021-09-28,2220,N,nominal,2.0NRT,284.02,1.86,N
34.60956,37.90192,327.16,0.58,0.7,2021-09-28,2220,N,nominal,2.0NRT,287.15,2.87,N
34.60978,37.8954,303.35,0.58,0.7,2021-09-28,2220,N,nominal,2.0NRT,286.92,3.43,N
34.61055,37.89628,306.06,0.58,0.7,2021-09-28,2220,N,nominal,2.0NRT,286.72,1.77,N
34.61029,37.90277,314.56,0.58,0.7,2021-09-28,2220,N,nominal,2.0NRT,287.13,1.77,N
33.81535,47.4966,305.99,0.5,0.41,2021-09-28,2220,N,nominal,2.0NRT,287.23,1.33,N
33.81229,47.48992,298.7,0.5,0.41,2021-09-28,2220,N,nominal,2.0NRT,288.16,0.62,N
33.8115,47.49668,300.44,0.5,0.41,2021-09-28,2220,N,nominal,2.0NRT,285.6,0.62,N
34.00819,45.49351,320.36,0.43,0.46,2021-09-28,2220,N,nominal,2.0NRT,292.46,1.53,N
34.00398,45.49283,309.42,0.43,0.46,2021-09-28,2220,N,nominal,2.0NRT,291.8,0.73,N
33.10505,52.06073,297.41,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,285,0.72,N
33.4829,49.0709,308.96,0.43,0.38,2021-09-28,2220,N,nominal,2.0NRT,287.75,1.66,N
33.72175,46.50838,299.12,0.56,0.43,2021-09-28,2220,N,nominal,2.0NRT,288.06,1.09,N
33.72447,46.29732,341.02,0.38,0.43,2021-09-28,2220,N,nominal,2.0NRT,292.57,6.83,N
33.72402,46.30156,303.18,0.38,0.43,2021-09-28,2220,N,nominal,2.0NRT,289.74,1.95,N
33.72049,46.29645,339.23,0.38,0.43,2021-09-28,2220,N,nominal,2.0NRT,289.93,6.83,N
33.72004,46.30069,301.55,0.38,0.43,2021-09-28,2220,N,nominal,2.0NRT,289.55,1.95,N
33.69902,46.22606,334.78,0.39,0.44,2021-09-28,2220,N,nominal,2.0NRT,293.12,3.97,N
34.06707,42.35954,301.14,0.32,0.54,2021-09-28,2220,N,nominal,2.0NRT,290.76,0.39,N
33.69854,46.23042,315.16,0.39,0.44,2021-09-28,2220,N,nominal,2.0NRT,292.96,2.47,N
33.69502,46.22525,337.53,0.39,0.44,2021-09-28,2220,N,nominal,2.0NRT,290.78,3.97,N
33.69454,46.22956,317.7,0.39,0.44,2021-09-28,2220,N,nominal,2.0NRT,292.18,2.47,N
33.7183,45.8987,326.66,0.4,0.44,2021-09-28,2220,N,nominal,2.0NRT,295.1,2.61,N
32.72993,53.09299,306.61,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,289.85,0.68,N
33.71422,45.89793,318.23,0.4,0.44,2021-09-28,2220,N,nominal,2.0NRT,292.89,2.61,N
32.6771,53.141,301.45,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,289.12,0.46,N
33.00661,50.97951,297.26,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,286.12,0.64,N
32.78145,51.50559,315.12,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,295.35,2.54,N
32.78082,51.50966,317.93,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,296.26,1.2,N
32.77753,51.50895,302.34,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,291.85,1.2,N
32.39236,53.75666,328.03,0.41,0.37,2021-09-28,2220,N,nominal,2.0NRT,296.41,3.24,N
32.33504,54.08524,312.47,0.42,0.37,2021-09-28,2220,N,nominal,2.0NRT,287.46,1.04,N
32.33428,54.0896,299.33,0.42,0.37,2021-09-28,2220,N,nominal,2.0NRT,286.63,1.04,N
32.38449,53.74131,305.95,0.41,0.37,2021-09-28,2220,N,nominal,2.0NRT,294.04,1.11,N
33.25425,47.73528,316.8,0.49,0.4,2021-09-28,2220,N,nominal,2.0NRT,292.73,1.85,N
33.48853,44.34155,324.55,0.49,0.48,2021-09-28,2220,N,nominal,2.0NRT,291.15,3.24,N
33.48804,44.34685,327.3,0.48,0.48,2021-09-28,2220,N,nominal,2.0NRT,294.1,3.24,N
32.57949,51.58097,307.63,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,290.37,1.39,N
33.45119,44.28769,308.49,0.49,0.48,2021-09-28,2220,N,nominal,2.0NRT,292.51,0.96,N
32.5139,51.5685,311.43,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,292.22,1.13,N
32.94384,48.41232,300.07,0.45,0.39,2021-09-28,2220,N,nominal,2.0NRT,289.55,0.52,N
32.94033,48.41113,319.54,0.45,0.39,2021-09-28,2220,N,nominal,2.0NRT,293.45,2.59,N
32.93335,48.40849,308.54,0.45,0.39,2021-09-28,2220,N,nominal,2.0NRT,293.08,1.97,N
33.32653,44.56966,332.92,0.47,0.48,2021-09-28,2220,N,nominal,2.0NRT,293.47,3.99,N
33.32212,44.56904,310.01,0.47,0.48,2021-09-28,2220,N,nominal,2.0NRT,292.16,2.07,N
32.40969,51.518,329.9,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,293.63,2.82,N
32.42619,51.34536,312.76,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,287.99,0.68,N
32.42556,51.34943,306.23,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,288.39,0.68,N
32.42789,51.31212,309.27,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,292.13,1.43,N
32.42727,51.31619,313.85,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,292.74,1.43,N
32.42665,51.32026,318.31,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,291.47,1.93,N
32.42273,51.32362,325.55,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,293.49,3.77,N
32.42523,51.30735,300.5,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,289.3,0.69,N
32.41098,51.33368,301.69,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,289.29,0.72,N
32.40769,51.33298,325.74,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,290.12,1.6,N
32.40707,51.33704,305,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,290.52,1.6,N
31.88517,54.4285,303.61,0.43,0.38,2021-09-28,2220,N,nominal,2.0NRT,290.96,1.55,N
31.95151,54.02015,302.34,0.42,0.37,2021-09-28,2220,N,nominal,2.0NRT,291.94,0.91,N
31.94343,54.04554,301.81,0.42,0.37,2021-09-28,2220,N,nominal,2.0NRT,290.27,0.99,N
31.94003,54.04469,307.52,0.42,0.37,2021-09-28,2220,N,nominal,2.0NRT,291.27,0.99,N
32.40451,51.22472,299.61,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,287.87,0.76,N
31.94078,54.04717,312.45,0.42,0.37,2021-09-28,2220,N,nominal,2.0NRT,290.98,2.07,N
31.84849,54.28642,309.18,0.43,0.38,2021-09-28,2220,N,nominal,2.0NRT,291.68,1.06,N
33.1595,44.78369,320.93,0.45,0.47,2021-09-28,2220,N,nominal,2.0NRT,291.72,3.9,N
33.15901,44.78862,336.77,0.45,0.47,2021-09-28,2220,N,nominal,2.0NRT,292.52,3.9,N
33.01631,46.12179,336,0.38,0.43,2021-09-28,2220,N,nominal,2.0NRT,294.08,2.19,N
33.16338,44.65319,320.54,0.46,0.47,2021-09-28,2220,N,nominal,2.0NRT,297.38,2.94,N
33.16387,44.64817,315.56,0.46,0.47,2021-09-28,2220,N,nominal,2.0NRT,294.65,2.31,N
33.01139,46.12947,316.92,0.38,0.43,2021-09-28,2220,N,nominal,2.0NRT,295.02,1.09,N
32.99297,46.18622,342.84,0.57,0.43,2021-09-28,2220,N,nominal,2.0NRT,301.86,16.06,N
32.98233,46.17184,320.18,0.57,0.43,2021-09-28,2220,N,nominal,2.0NRT,294.44,1.71,N
32.98301,46.16566,304.67,0.57,0.43,2021-09-28,2220,N,nominal,2.0NRT,293.43,1.91,N
33.11475,44.83694,311.66,0.45,0.47,2021-09-28,2220,N,nominal,2.0NRT,291.77,0.81,N
32.25893,51.52885,321.87,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,286.16,1.39,N
32.245,51.4219,338.07,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,293.06,2.5,N
32.24374,51.43,317.66,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,291.13,21.93,N
32.17261,51.88293,303.2,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,289.42,0.85,N
32.24171,51.42119,321.6,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,295.1,2.5,N
32.24046,51.42929,343.82,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,315.51,21.93,N
32.23983,51.43334,330.61,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,290.63,12.25,N
32.24234,51.41714,302.4,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,289.53,2.5,N
32.24109,51.42524,309.77,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,293.61,21.93,N
32.23843,51.42048,302.57,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,292.04,1.14,N
32.2378,51.42453,314.84,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,295.63,1.81,N
32.23717,51.42859,302.65,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,290.49,1.81,N
32.23654,51.43264,301.56,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,287.2,0.44,N
32.17181,51.84511,301.68,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,287.56,0.51,N
32.23325,51.43193,301.26,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,288.56,0.44,N
32.2331,51.41097,331.84,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,291.3,3.6,N
32.23248,51.41502,325.75,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,288.75,2.42,N
32.22527,51.41766,305.82,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,294.25,1.13,N
31.62365,54.74243,310.48,0.44,0.39,2021-09-28,2220,N,nominal,2.0NRT,292.21,1.35,N
31.62269,54.7278,303.33,0.44,0.39,2021-09-28,2220,N,nominal,2.0NRT,288.81,1.04,N
32.22097,51.13633,297.43,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,284.77,0.87,N
32.16013,51.20452,298.47,0.39,0.36,2021-09-28,2220,N,nominal,2.0NRT,280.74,0.68,N
33.51926,35.35645,301.61,0.79,0.78,2021-09-28,2220,N,nominal,2.0NRT,289.44,1.97,N
33.5119,35.35646,309.18,0.79,0.78,2021-09-28,2220,N,nominal,2.0NRT,289.24,2.66,N
32.30191,49.0896,324.31,0.42,0.38,2021-09-28,2220,N,nominal,2.0NRT,295.69,1.46,N
31.89546,51.68468,298.62,0.38,0.36,2021-09-28,2220,N,nominal,2.0NRT,287.89,0.58,N
