latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
47.87279,33.41364,299.5,0.4,0.44,2022-02-24,0022,N,VIIRS,n,2.0NRT,272.48,1.3,N
47.86683,33.43951,301.38,0.4,0.44,2022-02-24,0022,N,VIIRS,n,2.0NRT,270.08,0.83,N
48.52066,34.63088,319.52,0.43,0.46,2022-02-24,0022,N,VIIRS,n,2.0NRT,272.73,2.48,N
48.53001,34.64875,314.56,0.43,0.46,2022-02-24,0022,N,VIIRS,n,2.0NRT,271.42,2.29,N
47.87364,33.39091,304.06,0.4,0.44,2022-02-24,0022,N,VIIRS,n,2.0NRT,273.8,2.22,N
47.86973,33.38892,330.59,0.4,0.44,2022-02-24,0022,N,VIIRS,n,2.0NRT,274.91,2.22,N
47.87093,33.38374,314.85,0.4,0.44,2022-02-24,0022,N,VIIRS,n,2.0NRT,273.94,2.98,N
48.53144,34.62406,296.46,0.43,0.46,2022-02-24,0022,N,VIIRS,n,2.0NRT,272.98,1.78,N
48.21544,38.2447,306.75,0.62,0.54,2022-02-24,0022,N,VIIRS,n,2.0NRT,269.42,2.45,N
47.86854,33.3941,305.38,0.4,0.44,2022-02-24,0022,N,VIIRS,n,2.0NRT,271.86,2.22,N
47.87536,35.15868,314.85,0.47,0.48,2022-02-24,0022,N,VIIRS,n,2.0NRT,268.13,1.77,N
47.86969,35.16235,310.67,0.47,0.48,2022-02-24,0022,N,VIIRS,n,2.0NRT,270.36,1.77,N
48.47105,34.9659,297,0.45,0.47,2022-02-24,0022,N,VIIRS,n,2.0NRT,273.18,0.76,N
47.86701,35.15398,299.49,0.47,0.48,2022-02-24,0022,N,VIIRS,n,2.0NRT,270.23,1.63,N
50.28306,33.8824,312.86,0.55,0.43,2022-02-24,0022,N,VIIRS,n,2.0NRT,270.97,1.91,N
47.8767,33.41565,297.41,0.4,0.44,2022-02-24,0022,N,VIIRS,n,2.0NRT,276.93,1.3,N
47.87194,33.43637,295.3,0.4,0.44,2022-02-24,0022,N,VIIRS,n,2.0NRT,271.88,0.83,N
48.5234,34.61959,299.49,0.43,0.46,2022-02-24,0022,N,VIIRS,n,2.0NRT,270.62,0.96,N
46.65987,32.96292,347.45,0.57,0.43,2022-02-24,1008,N,VIIRS,n,2.0NRT,298.12,42.85,D
46.65829,32.95574,351.81,0.57,0.43,2022-02-24,1008,N,VIIRS,n,2.0NRT,283.62,18.09,D
46.66528,32.96834,349.58,0.57,0.43,2022-02-24,1008,N,VIIRS,n,2.0NRT,285.81,14.55,D
45.58217,28.54055,336.98,0.63,0.54,2022-02-24,1008,N,VIIRS,n,2.0NRT,280.2,7.32,D
46.6335,32.74119,326.89,0.39,0.44,2022-02-24,1008,N,VIIRS,n,2.0NRT,268.42,5.55,D
46.64177,32.75891,330.93,0.39,0.44,2022-02-24,1008,N,VIIRS,n,2.0NRT,276.27,4.82,D
46.64893,32.77174,328.67,0.39,0.44,2022-02-24,1008,N,VIIRS,n,2.0NRT,277.78,23.7,D
46.64674,32.76199,342.16,0.39,0.44,2022-02-24,1008,N,VIIRS,n,2.0NRT,290.51,34.67,D
46.64235,32.74246,328.27,0.39,0.44,2022-02-24,1008,N,VIIRS,n,2.0NRT,273.58,41.05,D
46.64783,32.76686,356.91,0.39,0.44,2022-02-24,1008,N,VIIRS,l,2.0NRT,277.84,34.67,D
46.64564,32.75711,293.78,0.39,0.44,2022-02-24,1008,N,VIIRS,l,2.0NRT,319.97,186.43,D
46.6528,32.76994,349.91,0.39,0.44,2022-02-24,1008,N,VIIRS,n,2.0NRT,285.94,23.7,D
46.6517,32.76506,343.66,0.39,0.44,2022-02-24,1008,N,VIIRS,n,2.0NRT,276.84,34.67,D
46.6506,32.76018,353.11,0.39,0.44,2022-02-24,1008,N,VIIRS,n,2.0NRT,284.33,34.67,D
46.64731,32.74553,341.45,0.39,0.44,2022-02-24,1008,N,VIIRS,n,2.0NRT,277.62,41.05,D
46.64622,32.74065,330.01,0.39,0.44,2022-02-24,1008,N,VIIRS,n,2.0NRT,274.76,41.05,D
46.64951,32.75529,208,0.39,0.44,2022-02-24,1008,N,VIIRS,l,2.0NRT,317.88,186.43,D
46.64841,32.75041,208,0.39,0.44,2022-02-24,1008,N,VIIRS,l,2.0NRT,307.86,186.43,D
46.66212,32.79248,338.82,0.38,0.43,2022-02-24,1008,N,VIIRS,n,2.0NRT,278.27,3.17,D
46.65448,32.75837,333.23,0.39,0.44,2022-02-24,1008,N,VIIRS,n,2.0NRT,286.75,89.1,D
46.65338,32.75349,337.53,0.39,0.44,2022-02-24,1008,N,VIIRS,n,2.0NRT,278.27,35.56,D
46.67202,32.79861,344.82,0.38,0.43,2022-02-24,1008,N,VIIRS,n,2.0NRT,276.02,4.57,D
46.68258,32.78862,343.78,0.38,0.43,2022-02-24,1008,N,VIIRS,n,2.0NRT,281.22,7.32,D
46.67391,32.71146,343.22,0.39,0.44,2022-02-24,1008,N,VIIRS,n,2.0NRT,279.02,3.07,D
47.25739,34.6954,331.68,0.48,0.4,2022-02-24,1008,N,VIIRS,n,2.0NRT,288.48,5.45,D
47.26095,34.69382,326.37,0.48,0.4,2022-02-24,1008,N,VIIRS,n,2.0NRT,286.27,5.45,D
47.26093,34.69909,330.34,0.48,0.4,2022-02-24,1008,N,VIIRS,n,2.0NRT,287.6,6.65,D
47.25968,34.69297,327.67,0.48,0.4,2022-02-24,1008,N,VIIRS,n,2.0NRT,286.56,3.84,D
47.27546,34.29154,330.36,0.49,0.4,2022-02-24,1008,N,VIIRS,n,2.0NRT,283.53,2.24,D
47.04472,32.137,337.77,0.4,0.44,2022-02-24,1008,N,VIIRS,n,2.0NRT,283.04,1.88,D
46.95556,31.39672,326.26,0.43,0.46,2022-02-24,1008,N,VIIRS,n,2.0NRT,287.05,2.32,D
47.62718,34.32475,328.53,0.48,0.4,2022-02-24,1008,N,VIIRS,n,2.0NRT,287.96,6.04,D
47.63203,34.32943,330.72,0.48,0.4,2022-02-24,1008,N,VIIRS,n,2.0NRT,285.27,6.04,D
47.62886,34.32261,325.32,0.48,0.4,2022-02-24,1008,N,VIIRS,n,2.0NRT,287.08,2.78,D
47.63374,34.32728,343.6,0.48,0.4,2022-02-24,1008,N,VIIRS,n,2.0NRT,283.22,11.23,D
48.0703,35.90271,326.39,0.43,0.38,2022-02-24,1008,N,VIIRS,n,2.0NRT,283.39,2.32,D
47.78782,34.44198,331.71,0.48,0.4,2022-02-24,1008,N,VIIRS,n,2.0NRT,284.89,4.32,D
48.03334,35.51323,329.12,0.44,0.38,2022-02-24,1008,N,VIIRS,n,2.0NRT,287.78,9.85,D
47.86927,33.39543,331.09,0.52,0.41,2022-02-24,1008,N,VIIRS,n,2.0NRT,283.6,4.3,D
50.15869,37.35468,327.68,0.39,0.36,2022-02-24,1008,N,VIIRS,n,2.0NRT,280.45,4.8,D
49.99926,34.27086,326.98,0.44,0.39,2022-02-24,1008,N,VIIRS,n,2.0NRT,276.72,6.81,D
46.66685,32.97555,330.16,0.57,0.43,2022-02-24,1008,N,VIIRS,n,2.0NRT,285.39,8.98,D
45.61342,28.95988,343.9,0.6,0.53,2022-02-24,1008,N,VIIRS,n,2.0NRT,285.42,23.8,D
45.61807,28.95744,348.03,0.6,0.53,2022-02-24,1008,N,VIIRS,n,2.0NRT,278.87,11.77,D
46.563,32.67923,333.55,0.39,0.44,2022-02-24,1008,N,VIIRS,n,2.0NRT,280.12,2.33,D
46.72832,33.37426,340.9,0.55,0.42,2022-02-24,1008,N,VIIRS,n,2.0NRT,287.76,8.63,D
46.64136,32.95569,337.13,0.57,0.43,2022-02-24,1008,N,VIIRS,n,2.0NRT,280.85,16.32,D
46.63978,32.94851,343.29,0.57,0.43,2022-02-24,1008,N,VIIRS,n,2.0NRT,279.6,13.77,D
46.57745,32.66699,325.81,0.39,0.44,2022-02-24,1008,N,VIIRS,n,2.0NRT,279.63,1.37,D
46.64678,32.96112,336.46,0.57,0.43,2022-02-24,1008,N,VIIRS,n,2.0NRT,275.37,4.78,D
46.64362,32.94674,325,0.57,0.43,2022-02-24,1008,N,VIIRS,n,2.0NRT,280.42,4,D
46.58353,32.67504,333.88,0.39,0.44,2022-02-24,1008,N,VIIRS,n,2.0NRT,280.01,5.23,D
46.65062,32.95932,339.96,0.57,0.43,2022-02-24,1008,N,VIIRS,n,2.0NRT,276.79,4.78,D
46.64904,32.95213,325.67,0.57,0.43,2022-02-24,1008,N,VIIRS,n,2.0NRT,275.34,4.78,D
46.65603,32.96473,346.24,0.57,0.43,2022-02-24,1008,N,VIIRS,n,2.0NRT,295.6,42.85,D
46.65446,32.95753,355.96,0.57,0.43,2022-02-24,1008,N,VIIRS,n,2.0NRT,286.28,18.09,D
46.65288,32.95034,338.1,0.57,0.43,2022-02-24,1008,N,VIIRS,n,2.0NRT,281.28,18.09,D
45.58169,28.54049,329.75,0.63,0.54,2022-02-24,1008,N,VIIRS,n,2.0NRT,279.74,4.38,D
46.66144,32.97013,343.47,0.57,0.43,2022-02-24,1008,N,VIIRS,n,2.0NRT,284.3,42.85,D
46.56254,32.66851,357.73,0.61,0.71,2022-02-24,1149,N,VIIRS,l,2.0NRT,278.32,11.69,D
46.64267,32.75375,329.53,0.62,0.71,2022-02-24,1149,N,VIIRS,n,2.0NRT,275.7,6.14,D
46.64265,32.7622,357.19,0.62,0.71,2022-02-24,1149,N,VIIRS,l,2.0NRT,276.71,18.64,D
46.58035,32.67059,339.86,0.61,0.71,2022-02-24,1149,N,VIIRS,n,2.0NRT,276.71,10.77,D
45.58323,29.56955,338.64,0.43,0.62,2022-02-24,1149,N,VIIRS,n,2.0NRT,282.35,3.49,D
46.64939,32.74543,357.39,0.62,0.71,2022-02-24,1149,N,VIIRS,l,2.0NRT,280.13,16.06,D
46.64474,32.76201,343.42,0.62,0.71,2022-02-24,1149,N,VIIRS,n,2.0NRT,274.32,16.4,D
47.44053,32.29495,331.91,0.59,0.7,2022-02-24,1149,N,VIIRS,n,2.0NRT,281.89,4.79,D
46.56258,32.66014,343.86,0.61,0.71,2022-02-24,1149,N,VIIRS,n,2.0NRT,277.31,11.69,D
48.01988,34.16267,356.88,0.72,0.76,2022-02-24,1151,N,VIIRS,l,2.0NRT,280.39,17.63,D
48.02198,34.17224,346.58,0.72,0.76,2022-02-24,1151,N,VIIRS,n,2.0NRT,278.65,15.93,D
48.0222,34.16183,356.72,0.72,0.76,2022-02-24,1151,N,VIIRS,l,2.0NRT,278.26,15.93,D
48.66521,34.19547,340.61,0.73,0.76,2022-02-24,1151,N,VIIRS,n,2.0NRT,280.91,8.04,D
48.67233,34.19668,337.75,0.73,0.76,2022-02-24,1151,N,VIIRS,n,2.0NRT,279.43,8.38,D
49.3004,23.51752,327,0.48,0.48,2022-02-24,1151,N,VIIRS,n,2.0NRT,284.33,4.15,D
49.29757,23.51858,329.2,0.48,0.48,2022-02-24,1151,N,VIIRS,n,2.0NRT,284.31,2.44,D
48.01972,34.17287,346.44,0.72,0.76,2022-02-24,1151,N,VIIRS,n,2.0NRT,280.6,25.34,D
50.09641,36.26483,302.22,0.68,0.74,2022-02-24,2222,N,VIIRS,n,2.0NRT,263.86,1.44,N
50.09455,36.26354,296.64,0.46,0.39,2022-02-25,0002,N,VIIRS,n,2.0NRT,255.91,0.22,N
50.29725,34.57439,299.84,0.42,0.38,2022-02-25,0002,N,VIIRS,n,2.0NRT,269.54,0.49,N
50.54342,26.25838,295.77,0.47,0.39,2022-02-25,0002,N,VIIRS,n,2.0NRT,273.21,0.89,N
51.54956,31.43717,315.72,0.38,0.36,2022-02-25,0002,N,VIIRS,n,2.0NRT,271.3,2.17,N
49.36988,32.0657,309.76,0.39,0.36,2022-02-25,0002,N,VIIRS,n,2.0NRT,273.61,1.3,N
49.40862,28.51428,318.46,0.4,0.37,2022-02-25,0002,N,VIIRS,n,2.0NRT,270.85,1.57,N
49.18218,33.45895,296.02,0.41,0.37,2022-02-25,0002,N,VIIRS,n,2.0NRT,271.89,0.56,N
46.62558,31.54639,298.3,0.4,0.37,2022-02-25,0005,N,VIIRS,n,2.0NRT,270.9,0.62,N
49.06913,24.29003,301.46,0.52,0.42,2022-02-25,0005,N,VIIRS,n,2.0NRT,262.74,0.89,N
48.7495,26.60257,303.01,0.44,0.38,2022-02-25,0005,N,VIIRS,n,2.0NRT,273.15,1.08,N
47.30865,29.9629,344,0.38,0.36,2022-02-25,0005,N,VIIRS,n,2.0NRT,272.7,4.85,N
46.56921,32.69054,317.83,0.42,0.37,2022-02-25,0005,N,VIIRS,n,2.0NRT,270.6,2.15,N
46.10661,29.65275,367,0.44,0.62,2022-02-25,0949,N,VIIRS,h,2.0NRT,292.65,16.8,D
46.11199,29.64955,367,0.44,0.62,2022-02-25,0949,N,VIIRS,h,2.0NRT,291.74,31.28,D
46.83484,29.94272,325.1,0.4,0.6,2022-02-25,0949,N,VIIRS,n,2.0NRT,286.5,0.84,D
47.24416,30.88934,336.39,0.36,0.57,2022-02-25,0949,N,VIIRS,n,2.0NRT,285.67,2.87,D
47.25041,30.89092,332.89,0.36,0.57,2022-02-25,0949,N,VIIRS,n,2.0NRT,285.45,2.87,D
47.24396,30.89105,339.74,0.36,0.57,2022-02-25,0949,N,VIIRS,n,2.0NRT,287.73,5.87,D
47.34528,30.40096,328.13,0.37,0.58,2022-02-25,0949,N,VIIRS,n,2.0NRT,287.71,2.73,D
47.34414,30.40622,331.49,0.37,0.58,2022-02-25,0949,N,VIIRS,n,2.0NRT,287.19,3.52,D
47.34275,30.40157,328.73,0.37,0.58,2022-02-25,0949,N,VIIRS,n,2.0NRT,287.4,2.52,D
47.45261,30.47374,326.43,0.37,0.58,2022-02-25,0949,N,VIIRS,n,2.0NRT,288.09,4.52,D
47.45131,30.46928,354.86,0.37,0.58,2022-02-25,0949,N,VIIRS,n,2.0NRT,290.06,4.52,D
47.44856,29.89862,349.03,0.39,0.59,2022-02-25,0949,N,VIIRS,n,2.0NRT,288.68,3.98,D
48.24017,31.12033,328.81,0.33,0.55,2022-02-25,0949,N,VIIRS,n,2.0NRT,283.09,1.45,D
48.70813,28.62368,333.38,0.4,0.6,2022-02-25,0949,N,VIIRS,n,2.0NRT,281.42,4.1,D
50.48115,31.15878,338.11,0.55,0.51,2022-02-25,0949,N,VIIRS,n,2.0NRT,283.84,14.77,D
50.48558,31.1559,352.61,0.55,0.51,2022-02-25,0949,N,VIIRS,n,2.0NRT,284.12,14.77,D
51.34267,31.93661,348.57,0.49,0.48,2022-02-25,0949,N,VIIRS,n,2.0NRT,289.18,26.62,D
51.34035,31.93874,326.58,0.49,0.48,2022-02-25,0949,N,VIIRS,n,2.0NRT,280.59,11.58,D
51.33863,31.93213,330.79,0.49,0.48,2022-02-25,0949,N,VIIRS,n,2.0NRT,280.24,11.58,D
51.34455,31.936,341.37,0.49,0.48,2022-02-25,0949,N,VIIRS,n,2.0NRT,285.56,11.58,D
51.30989,31.44273,327.94,0.51,0.49,2022-02-25,0949,N,VIIRS,n,2.0NRT,281.71,3.66,D
50.92963,29.90848,343.95,0.6,0.53,2022-02-25,0949,N,VIIRS,n,2.0NRT,282.37,7.87,D
51.53074,31.40749,328.29,0.51,0.49,2022-02-25,0949,N,VIIRS,n,2.0NRT,281.92,3.7,D
51.60597,31.23477,341.7,0.51,0.49,2022-02-25,0949,N,VIIRS,n,2.0NRT,275.07,7.28,D
51.60588,31.23612,339.95,0.51,0.49,2022-02-25,0949,N,VIIRS,n,2.0NRT,274.91,5.44,D
45.84712,29.02275,330.74,0.47,0.64,2022-02-25,0949,N,VIIRS,n,2.0NRT,288.77,1.49,D
48.36123,26.5573,331.36,0.4,0.44,2022-02-25,1129,N,VIIRS,n,2.0NRT,289.75,3.36,D
45.30482,28.55369,329.46,0.45,0.47,2022-02-25,1129,N,VIIRS,n,2.0NRT,289.86,3.31,D
45.47734,29.05908,328.22,0.48,0.48,2022-02-25,1129,N,VIIRS,n,2.0NRT,287.99,3.83,D
45.67852,28.97553,340.91,0.48,0.48,2022-02-25,1129,N,VIIRS,n,2.0NRT,294.01,9.35,D
45.68299,28.97499,340.43,0.48,0.48,2022-02-25,1129,N,VIIRS,n,2.0NRT,292.24,7,D
45.68063,28.97338,355.08,0.48,0.48,2022-02-25,1129,N,VIIRS,n,2.0NRT,295.74,17.98,D
45.89922,29.53634,332.07,0.51,0.49,2022-02-25,1129,N,VIIRS,n,2.0NRT,290.13,2.68,D
46.10979,29.66274,338.67,0.52,0.5,2022-02-25,1129,N,VIIRS,n,2.0NRT,290.25,4.28,D
46.37761,29.02354,335.4,0.49,0.48,2022-02-25,1129,N,VIIRS,n,2.0NRT,290.04,2.46,D
46.71929,31.24133,340.84,0.63,0.54,2022-02-25,1129,N,VIIRS,n,2.0NRT,287.35,9.24,D
47.2114,29.72163,333.48,0.54,0.51,2022-02-25,1129,N,VIIRS,n,2.0NRT,290.54,2.91,D
47.21227,29.7203,335.18,0.54,0.51,2022-02-25,1129,N,VIIRS,n,2.0NRT,291.04,1.43,D
47.30481,30.14931,338.53,0.56,0.52,2022-02-25,1129,N,VIIRS,n,2.0NRT,289.2,8.64,D
47.42786,32.29797,352.91,0.36,0.57,2022-02-25,1129,N,VIIRS,n,2.0NRT,285.63,3.43,D
47.40556,31.78434,331.03,0.34,0.56,2022-02-25,1129,N,VIIRS,n,2.0NRT,287.38,1.58,D
47.42747,29.55986,338.89,0.53,0.5,2022-02-25,1129,N,VIIRS,n,2.0NRT,290.98,4,D
47.48436,29.95145,333.31,0.55,0.51,2022-02-25,1129,N,VIIRS,n,2.0NRT,291.93,2.54,D
47.75595,29.92501,337.92,0.55,0.51,2022-02-25,1129,N,VIIRS,n,2.0NRT,287.44,3.76,D
47.76072,29.92431,336.59,0.55,0.51,2022-02-25,1129,N,VIIRS,n,2.0NRT,288.11,3.76,D
47.75578,29.92644,327,0.55,0.51,2022-02-25,1129,N,VIIRS,n,2.0NRT,287.91,5.13,D
47.76055,29.9257,328.79,0.55,0.51,2022-02-25,1129,N,VIIRS,n,2.0NRT,288.25,5.13,D
48.07092,29.14445,325.05,0.51,0.5,2022-02-25,1129,N,VIIRS,n,2.0NRT,286.08,2.64,D
48.16629,30.61552,338.69,0.6,0.53,2022-02-25,1129,N,VIIRS,n,2.0NRT,288.44,6.29,D
48.20073,30.79717,339.23,0.61,0.54,2022-02-25,1129,N,VIIRS,n,2.0NRT,288.48,4.95,D
48.20023,30.79981,335.54,0.61,0.54,2022-02-25,1129,N,VIIRS,n,2.0NRT,288.54,4.35,D
48.20523,30.79918,333.4,0.61,0.54,2022-02-25,1129,N,VIIRS,n,2.0NRT,287.13,4.35,D
48.2233,30.26728,332.72,0.58,0.52,2022-02-25,1129,N,VIIRS,n,2.0NRT,288.32,3.75,D
48.3017,30.72004,328.97,0.61,0.53,2022-02-25,1129,N,VIIRS,n,2.0NRT,288.24,10.01,D
48.30126,30.71157,354.04,0.61,0.53,2022-02-25,1129,N,VIIRS,n,2.0NRT,292.02,18.08,D
48.30116,30.71967,333.01,0.61,0.53,2022-02-25,1129,N,VIIRS,n,2.0NRT,288.55,13.56,D
48.30076,30.71117,350.61,0.61,0.53,2022-02-25,1129,N,VIIRS,n,2.0NRT,292.7,13.56,D
48.25913,29.08233,333.74,0.51,0.5,2022-02-25,1129,N,VIIRS,n,2.0NRT,287.87,3.63,D
48.2587,29.07552,332.16,0.51,0.5,2022-02-25,1129,N,VIIRS,n,2.0NRT,286.39,3.63,D
48.4443,30.86783,331.68,0.62,0.54,2022-02-25,1129,N,VIIRS,n,2.0NRT,288.72,4.45,D
48.06556,25.69788,327.51,0.55,0.43,2022-02-25,1129,N,VIIRS,n,2.0NRT,284.61,2.2,D
48.06453,25.69788,328.33,0.55,0.43,2022-02-25,1129,N,VIIRS,n,2.0NRT,284.57,3.51,D
48.31098,28.53558,338.61,0.49,0.48,2022-02-25,1129,N,VIIRS,n,2.0NRT,277.19,3.99,D
48.15333,26.23407,325.92,0.38,0.44,2022-02-25,1129,N,VIIRS,n,2.0NRT,286.91,1.22,D
48.4683,29.12319,338.84,0.52,0.5,2022-02-25,1129,N,VIIRS,n,2.0NRT,289.07,7.24,D
48.28721,26.22043,351.08,0.39,0.44,2022-02-25,1129,N,VIIRS,n,2.0NRT,293.2,4.99,D
48.29123,26.21953,333.23,0.39,0.44,2022-02-25,1129,N,VIIRS,n,2.0NRT,290.55,4.99,D
48.34433,26.58556,339.3,0.4,0.44,2022-02-25,1129,N,VIIRS,n,2.0NRT,288.37,4.32,D
48.45756,27.91466,328.71,0.46,0.47,2022-02-25,1129,N,VIIRS,n,2.0NRT,282.1,2.46,D
48.41951,25.81748,331.04,0.56,0.43,2022-02-25,1129,N,VIIRS,n,2.0NRT,289.85,3.88,D
48.52608,25.72562,331.75,0.56,0.43,2022-02-25,1129,N,VIIRS,n,2.0NRT,289.89,19,D
48.57887,25.72997,330.33,0.56,0.43,2022-02-25,1129,N,VIIRS,n,2.0NRT,289.22,5.32,D
49.30421,32.0388,327.99,0.36,0.57,2022-02-25,1129,N,VIIRS,n,2.0NRT,281.76,2.5,D
50.17465,28.52264,326.51,0.51,0.49,2022-02-25,1129,N,VIIRS,n,2.0NRT,279.6,4.39,D
50.17923,28.52194,334.55,0.51,0.49,2022-02-25,1129,N,VIIRS,n,2.0NRT,279.35,5.47,D
50.66534,30.19529,339.59,0.6,0.53,2022-02-25,1129,N,VIIRS,n,2.0NRT,275.89,10.14,D
50.91785,29.92433,328.11,0.59,0.53,2022-02-25,1129,N,VIIRS,n,2.0NRT,279.93,5.75,D
50.92318,29.93241,325.38,0.59,0.53,2022-02-25,1129,N,VIIRS,n,2.0NRT,277.43,8.67,D
50.92277,29.9238,334.5,0.59,0.53,2022-02-25,1129,N,VIIRS,n,2.0NRT,279.86,5.75,D
50.9281,29.93184,348.87,0.59,0.53,2022-02-25,1129,N,VIIRS,n,2.0NRT,280.69,14.39,D
50.93301,29.93126,342.19,0.59,0.53,2022-02-25,1129,N,VIIRS,n,2.0NRT,281.05,14.39,D
51.18713,29.40097,336.16,0.56,0.52,2022-02-25,1132,N,VIIRS,n,2.0NRT,278.01,6.72,D
51.22126,29.40503,331.6,0.56,0.52,2022-02-25,1132,N,VIIRS,n,2.0NRT,279.64,4.63,D
51.33923,31.93728,328.08,0.36,0.58,2022-02-25,1132,N,VIIRS,n,2.0NRT,282.21,8.79,D
51.33907,31.9319,356.75,0.36,0.58,2022-02-25,1132,N,VIIRS,l,2.0NRT,286.21,8.79,D
51.18905,29.40156,331.67,0.56,0.52,2022-02-25,1132,N,VIIRS,n,2.0NRT,277.29,3.87,D
51.34446,31.93153,356.65,0.36,0.58,2022-02-25,1132,N,VIIRS,l,2.0NRT,283.85,8.79,D
51.25145,29.24434,348.58,0.56,0.51,2022-02-25,1132,N,VIIRS,n,2.0NRT,280.41,13.43,D
51.03686,30.1322,341.47,0.6,0.53,2022-02-25,1132,N,VIIRS,n,2.0NRT,282.32,6.69,D
51.40633,32.17888,336.48,0.37,0.58,2022-02-25,1132,N,VIIRS,n,2.0NRT,280.03,3.64,D
51.40686,32.17616,346.02,0.37,0.58,2022-02-25,1132,N,VIIRS,n,2.0NRT,280.51,3.08,D
51.47839,31.37194,345.4,0.34,0.56,2022-02-25,1132,N,VIIRS,n,2.0NRT,280.48,2.68,D
51.18272,29.4098,335.53,0.56,0.52,2022-02-25,1132,N,VIIRS,n,2.0NRT,278.05,7.48,D
50.59969,30.20042,314.83,0.5,0.41,2022-02-25,2343,N,VIIRS,n,2.0NRT,267.97,1.61,N
46.94852,32.07147,305.61,0.41,0.37,2022-02-25,2343,N,VIIRS,n,2.0NRT,270.53,1.29,N
46.47244,30.41979,325.15,0.44,0.38,2022-02-25,2343,N,VIIRS,n,2.0NRT,269.59,2.73,N
46.47315,30.41404,295.37,0.44,0.39,2022-02-25,2343,N,VIIRS,n,2.0NRT,267.66,2.64,N
50.60279,30.24438,298.09,0.49,0.41,2022-02-25,2343,N,VIIRS,n,2.0NRT,269.65,2.02,N
50.16552,25.83591,300.89,0.38,0.58,2022-02-26,0124,N,VIIRS,n,2.0NRT,268.96,1.07,N
51.21478,29.43273,301.79,0.47,0.64,2022-02-26,0124,N,VIIRS,n,2.0NRT,268.62,1.17,N
51.21147,29.43113,298.99,0.48,0.64,2022-02-26,0124,N,VIIRS,n,2.0NRT,268.98,0.75,N
50.16698,25.83117,312.08,0.38,0.58,2022-02-26,0124,N,VIIRS,n,2.0NRT,267.54,1.07,N
49.73799,31.22458,345.5,0.45,0.63,2022-02-26,0932,N,VIIRS,n,2.0NRT,276.48,7.99,D
49.66544,30.62354,326.47,0.48,0.64,2022-02-26,0932,N,VIIRS,n,2.0NRT,275.33,2.06,D
50.58362,30.20061,337.06,0.46,0.64,2022-02-26,0932,N,VIIRS,n,2.0NRT,277.14,4.01,D
50.58896,30.19643,333.68,0.46,0.64,2022-02-26,0932,N,VIIRS,n,2.0NRT,276.33,5.9,D
50.58696,30.19041,357.06,0.46,0.64,2022-02-26,0932,N,VIIRS,l,2.0NRT,279.85,5.9,D
50.59429,30.19219,336.7,0.46,0.64,2022-02-26,0932,N,VIIRS,n,2.0NRT,275.68,5.9,D
50.59229,30.18618,346.48,0.46,0.64,2022-02-26,0932,N,VIIRS,n,2.0NRT,273.05,5.9,D
50.5996,30.18792,339.89,0.46,0.64,2022-02-26,0932,N,VIIRS,n,2.0NRT,275.52,4.75,D
50.60689,30.18962,338.64,0.46,0.64,2022-02-26,0932,N,VIIRS,n,2.0NRT,276.99,11.4,D
50.6049,30.18363,332.1,0.46,0.64,2022-02-26,0932,N,VIIRS,n,2.0NRT,274.61,4.75,D
50.60428,30.16143,336.16,0.46,0.64,2022-02-26,0932,N,VIIRS,n,2.0NRT,276.22,10.96,D
50.60623,30.16732,357.38,0.46,0.64,2022-02-26,0932,N,VIIRS,l,2.0NRT,282.46,10.96,D
51.00946,29.68976,326.91,0.47,0.64,2022-02-26,0932,N,VIIRS,n,2.0NRT,279.29,4.77,D
51.01678,29.69134,331.58,0.47,0.64,2022-02-26,0932,N,VIIRS,n,2.0NRT,280.52,10.47,D
51.01477,29.68534,357.15,0.47,0.64,2022-02-26,0932,N,VIIRS,l,2.0NRT,283,10.47,D
51.77495,31.31392,331.99,0.38,0.59,2022-02-26,0932,N,VIIRS,n,2.0NRT,279.64,1.88,D
48.92188,33.34344,331.3,0.39,0.6,2022-02-26,0932,N,VIIRS,n,2.0NRT,277.87,1.73,D
47.49732,30.84319,329.78,0.56,0.43,2022-02-26,1110,N,VIIRS,n,2.0NRT,286.03,10.35,D
46.14256,33.13314,325.01,0.45,0.47,2022-02-26,1110,N,VIIRS,n,2.0NRT,285.16,2.24,D
46.44225,32.95459,325.8,0.45,0.47,2022-02-26,1110,N,VIIRS,n,2.0NRT,283.81,2.85,D
46.59485,32.77285,345.75,0.44,0.46,2022-02-26,1110,N,VIIRS,n,2.0NRT,290.75,22.49,D
46.59914,32.77215,326.04,0.44,0.46,2022-02-26,1110,N,VIIRS,n,2.0NRT,279.81,22.49,D
46.60249,32.75982,339.9,0.44,0.46,2022-02-26,1110,N,VIIRS,n,2.0NRT,283.61,7.26,D
46.60201,32.754,338.28,0.44,0.46,2022-02-26,1110,N,VIIRS,n,2.0NRT,282.55,4.46,D
46.59701,32.77657,330.34,0.44,0.46,2022-02-26,1110,N,VIIRS,n,2.0NRT,281.67,13.16,D
46.59657,32.77071,352.12,0.44,0.46,2022-02-26,1110,N,VIIRS,n,2.0NRT,291.33,25.07,D
46.59997,32.75832,328.27,0.44,0.46,2022-02-26,1110,N,VIIRS,n,2.0NRT,281,3.78,D
