latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
51.71235,31.80061,331.53,0.32,0.54,2022-03-19,0937,N,VIIRS,n,2.0NRT,283.24,3.57,D
51.70982,31.79202,347.13,0.32,0.54,2022-03-19,0937,N,VIIRS,n,2.0NRT,280.28,4.39,D
51.49417,31.06866,330.71,0.35,0.56,2022-03-19,0937,N,VIIRS,n,2.0NRT,283,3.69,D
50.66661,28.47867,329.51,0.46,0.64,2022-03-19,0937,N,VIIRS,n,2.0NRT,277.41,2.45,D
50.08067,26.79613,327.77,0.56,0.69,2022-03-19,0937,N,VIIRS,n,2.0NRT,281.6,3.12,D
51.71108,31.79631,356.96,0.32,0.54,2022-03-19,0937,N,VIIRS,l,2.0NRT,282.1,3.57,D
51.71697,31.79716,332.93,0.32,0.54,2022-03-19,0937,N,VIIRS,n,2.0NRT,283.59,3.57,D
51.61547,31.41491,345.77,0.33,0.55,2022-03-19,0937,N,VIIRS,n,2.0NRT,282.83,2.88,D
51.04232,29.40199,338.69,0.41,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,281.31,3.15,D
51.04056,29.39651,331.15,0.41,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,281.6,3.15,D
51.04737,29.3978,329.87,0.41,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,282.38,3.65,D
51.04563,29.39236,341.15,0.41,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,285.29,3.65,D
49.34452,24.36455,325.09,0.73,0.76,2022-03-19,0937,N,VIIRS,n,2.0NRT,280.61,4.99,D
51.92482,31.83751,330.4,0.63,0.54,2022-03-19,0937,N,VIIRS,n,2.0NRT,283.56,6.96,D
51.92239,31.82908,333.58,0.63,0.54,2022-03-19,0937,N,VIIRS,n,2.0NRT,283.01,7.07,D
51.11456,29.17539,344.68,0.42,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,281.6,9.88,D
51.11277,29.16982,353.03,0.42,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,282.94,6.6,D
51.12144,29.17676,331.84,0.42,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,280.51,6.84,D
51.11966,29.17118,354.19,0.42,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,282.96,6.84,D
51.12985,29.16278,345.43,0.42,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,283.8,5.29,D
51.13496,29.1586,326.14,0.42,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,279.34,5.29,D
49.29741,23.96469,331.01,0.76,0.77,2022-03-19,0937,N,VIIRS,n,2.0NRT,280.85,4.03,D
51.89767,31.62661,332.76,0.32,0.54,2022-03-19,0937,N,VIIRS,n,2.0NRT,281.69,2.84,D
51.1217,29.17023,345.21,0.42,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,282.45,4.86,D
51.89611,31.62644,339.66,0.32,0.54,2022-03-19,0937,N,VIIRS,n,2.0NRT,281.81,1.99,D
49.30191,23.96897,326.92,0.76,0.77,2022-03-19,0937,N,VIIRS,n,2.0NRT,279.27,3.93,D
51.38729,29.80031,352.69,0.39,0.59,2022-03-19,0937,N,VIIRS,n,2.0NRT,282.48,8.43,D
51.38406,29.79006,339.67,0.39,0.59,2022-03-19,0937,N,VIIRS,n,2.0NRT,283.79,4.51,D
51.24806,29.32246,357.03,0.41,0.61,2022-03-19,0937,N,VIIRS,l,2.0NRT,282.33,11.7,D
51.25137,29.31288,327.18,0.41,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,279.23,5.04,D
51.22836,29.20118,340.49,0.42,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,283.24,5.42,D
51.21603,29.16281,328.35,0.42,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,280.58,7.85,D
51.21779,29.16829,357.09,0.42,0.61,2022-03-19,0937,N,VIIRS,l,2.0NRT,287.43,19.39,D
51.24572,29.23535,333.93,0.41,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,281.93,3.2,D
51.22642,29.17516,349.43,0.42,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,282.17,8.39,D
51.22115,29.15875,328.37,0.42,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,293.21,28.74,D
51.24047,29.21895,357.29,0.41,0.61,2022-03-19,0937,N,VIIRS,l,2.0NRT,281.46,11.56,D
51.22466,29.16968,357.3,0.42,0.61,2022-03-19,0937,N,VIIRS,l,2.0NRT,283.35,24.36,D
51.22291,29.16422,357.29,0.42,0.61,2022-03-19,0937,N,VIIRS,l,2.0NRT,286.42,24.36,D
51.2194,29.15328,357.29,0.42,0.61,2022-03-19,0937,N,VIIRS,l,2.0NRT,284.29,28.74,D
51.24381,29.20939,333.48,0.41,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,280.9,4.98,D
51.24206,29.20391,343.89,0.41,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,283.64,4.98,D
51.2368,29.18748,333.22,0.42,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,283.34,4.48,D
51.23329,29.17654,328.14,0.42,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,281.92,8.39,D
51.22977,29.16557,356.63,0.42,0.61,2022-03-19,0937,N,VIIRS,l,2.0NRT,283.74,24.36,D
51.22802,29.16012,356.6,0.42,0.61,2022-03-19,0937,N,VIIRS,l,2.0NRT,282.37,24.36,D
51.24539,29.19429,340.91,0.42,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,282.95,7.79,D
51.24715,29.19978,356.9,0.41,0.61,2022-03-19,0937,N,VIIRS,l,2.0NRT,281.48,10.57,D
51.25366,29.15996,338.59,0.42,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,282.27,5.27,D
51.25272,29.16527,346.89,0.42,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,284.69,3.39,D
51.25095,29.15982,333.45,0.42,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,284.27,3.39,D
51.34963,29.32653,330.44,0.41,0.6,2022-03-19,0937,N,VIIRS,n,2.0NRT,279.87,2.3,D
51.32816,29.18012,367,0.41,0.61,2022-03-19,0937,N,VIIRS,h,2.0NRT,297.83,36.69,D
51.32642,29.17469,345.62,0.41,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,281.42,14.51,D
51.32974,29.16509,356.88,0.41,0.61,2022-03-19,0937,N,VIIRS,n,2.0NRT,280.96,13.12,D
51.33149,29.17053,357.03,0.41,0.61,2022-03-19,0937,N,VIIRS,l,2.0NRT,284.58,13.12,D
50.02752,25.21753,334.05,0.65,0.73,2022-03-19,0937,N,VIIRS,n,2.0NRT,284.57,7.82,D
51.34795,28.97376,367,0.42,0.61,2022-03-19,0937,N,VIIRS,h,2.0NRT,294.41,24.22,D
50.02942,25.21563,327.48,0.64,0.72,2022-03-19,0937,N,VIIRS,n,2.0NRT,284.1,2.58,D
50.58037,26.61571,344.24,0.55,0.68,2022-03-19,0937,N,VIIRS,n,2.0NRT,283.1,6.46,D
49.49384,23.58918,329.7,0.77,0.78,2022-03-19,0937,N,VIIRS,n,2.0NRT,282.18,5.19,D
49.87468,24.44764,341.48,0.7,0.75,2022-03-19,0937,N,VIIRS,n,2.0NRT,283.23,6.31,D
50.67219,26.55332,325.52,0.55,0.68,2022-03-19,0937,N,VIIRS,n,2.0NRT,281.79,10.11,D
50.66968,26.54626,357.11,0.55,0.68,2022-03-19,0937,N,VIIRS,l,2.0NRT,288.34,10.11,D
50.47754,25.2648,337.51,0.62,0.71,2022-03-19,0937,N,VIIRS,n,2.0NRT,280.03,5.79,D
51.28122,23.74432,332.77,0.65,0.73,2022-03-19,0937,N,VIIRS,n,2.0NRT,280.61,4.53,D
45.76123,33.42518,325.47,0.55,0.51,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.91,2.03,D
45.48016,28.26934,327.36,0.49,0.4,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.09,1.5,D
45.58391,28.63815,330.09,0.5,0.41,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.81,9.4,D
45.9485,29.61337,329.96,0.56,0.43,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.76,3.51,D
45.95315,29.61987,329.97,0.56,0.43,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.56,13.76,D
45.95111,29.03004,332.34,0.53,0.42,2022-03-19,1117,N,VIIRS,n,2.0NRT,291.79,6.08,D
46.18621,29.53027,330.33,0.56,0.43,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.58,4.12,D
46.16991,29.08209,330.79,0.53,0.42,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.59,2.94,D
46.54871,32.50772,331.55,0.51,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,280.63,3.21,D
46.5533,32.5071,333.7,0.51,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,294,83.97,D
46.55289,32.50625,333.21,0.51,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,292.22,82.09,D
46.64332,32.89101,334.58,0.53,0.5,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.17,10.46,D
46.92042,35.91838,330.95,0.37,0.58,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.11,1.29,D
46.74989,32.42223,327.61,0.51,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,288.2,2,D
46.7496,32.42282,330.36,0.51,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,288.58,2.92,D
46.563,29.96351,333.01,0.39,0.44,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.4,13.84,D
46.5675,29.9679,338.5,0.39,0.44,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.38,11.67,D
46.56706,29.96273,355.45,0.39,0.44,2022-03-19,1117,N,VIIRS,n,2.0NRT,292.61,11.08,D
46.56661,29.95759,331.82,0.39,0.44,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.21,11.08,D
46.56571,29.94728,338.46,0.39,0.44,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.03,4.44,D
47.09433,37.55163,331.99,0.44,0.63,2022-03-19,1117,N,VIIRS,n,2.0NRT,282.14,3.22,D
46.81964,31.98032,327.51,0.48,0.48,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.34,2.22,D
46.82412,31.97967,339.57,0.48,0.48,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.14,5.17,D
47.10608,37.55172,340.12,0.44,0.63,2022-03-19,1117,N,VIIRS,n,2.0NRT,281.87,3.93,D
46.8214,31.98472,340.25,0.48,0.48,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.03,7.53,D
46.82588,31.98408,339.97,0.48,0.48,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.29,7.53,D
47.08239,37.35692,331.19,0.44,0.62,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.27,1.74,D
47.09238,37.55543,326.3,0.44,0.63,2022-03-19,1117,N,VIIRS,n,2.0NRT,283.12,2.32,D
47.10413,37.55488,326.34,0.44,0.63,2022-03-19,1117,N,VIIRS,n,2.0NRT,281.95,3.18,D
47.11138,37.62161,335.31,0.45,0.63,2022-03-19,1117,N,VIIRS,n,2.0NRT,282.63,2.43,D
47.11126,37.61561,326.63,0.45,0.63,2022-03-19,1117,N,VIIRS,n,2.0NRT,282.31,2.43,D
47.1572,38.15494,341.22,0.47,0.64,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.22,4.53,D
47.28308,38.05283,331.61,0.47,0.64,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.53,4.33,D
46.96846,31.15978,333.62,0.44,0.46,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.03,2.4,D
47.14617,33.03985,339.76,0.55,0.51,2022-03-19,1117,N,VIIRS,n,2.0NRT,288.11,5.66,D
47.14573,33.0326,332.97,0.54,0.51,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.24,4,D
50.36148,29.96492,331.12,0.43,0.46,2022-03-19,1117,N,VIIRS,n,2.0NRT,281.65,2.51,D
51.83081,24.50105,328.6,0.43,0.38,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.13,1.9,D
51.87072,24.93846,332.32,0.45,0.39,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.91,4.01,D
51.78456,24.90522,336.64,0.44,0.39,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.5,4.04,D
51.79439,25.02264,328.92,0.45,0.39,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.05,5.03,D
51.78194,24.94601,346.01,0.45,0.39,2022-03-19,1117,N,VIIRS,n,2.0NRT,289.36,6.27,D
51.66336,24.36634,346.58,0.43,0.38,2022-03-19,1117,N,VIIRS,n,2.0NRT,290.46,14.8,D
51.81325,25.73125,326.47,0.47,0.4,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.69,2.94,D
51.81459,25.731,333.96,0.47,0.4,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.72,2.1,D
51.61636,24.79067,330.18,0.44,0.38,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.63,2.52,D
51.68821,25.69715,342.12,0.47,0.39,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.58,5.39,D
51.70548,25.92426,329.84,0.47,0.4,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.55,7.48,D
51.70183,25.92528,335.87,0.47,0.4,2022-03-19,1117,N,VIIRS,n,2.0NRT,288.77,7.48,D
51.73514,26.3846,345.79,0.49,0.4,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.62,13.56,D
51.65699,26.18022,342.89,0.48,0.4,2022-03-19,1117,N,VIIRS,n,2.0NRT,288.05,11.35,D
51.73558,26.96913,327.55,0.51,0.41,2022-03-19,1117,N,VIIRS,n,2.0NRT,283.99,2.1,D
51.30188,23.9101,344.62,0.42,0.37,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.74,7.88,D
52.08965,33.60627,344.53,0.32,0.54,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.08,3.77,D
51.65133,27.24579,332.68,0.52,0.42,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.87,8.59,D
51.64749,27.24673,331.34,0.52,0.42,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.18,7.31,D
51.6503,27.2461,331.43,0.52,0.42,2022-03-19,1117,N,VIIRS,n,2.0NRT,289.18,8.86,D
51.65104,27.2537,330.18,0.52,0.42,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.7,7.81,D
51.24549,23.84343,334.1,0.41,0.37,2022-03-19,1117,N,VIIRS,n,2.0NRT,286,5.99,D
51.24133,23.83859,335.87,0.41,0.37,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.76,5.99,D
51.42654,25.5113,326.17,0.46,0.39,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.7,3.75,D
51.48763,26.17716,330.63,0.48,0.4,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.63,3.94,D
51.92526,31.83308,329.93,0.53,0.5,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.9,5.37,D
51.8843,31.36273,326.39,0.51,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,283.5,3.02,D
51.46827,26.31863,326.37,0.49,0.4,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.38,2.42,D
51.43941,26.3334,330.6,0.49,0.4,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.67,3.69,D
51.43869,26.33353,331.73,0.49,0.4,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.1,3.38,D
51.24353,24.732,339.84,0.43,0.38,2022-03-19,1117,N,VIIRS,n,2.0NRT,288.93,14.95,D
51.54979,27.64097,328.22,0.54,0.42,2022-03-19,1117,N,VIIRS,n,2.0NRT,279.96,35.8,D
51.55053,27.64881,328.05,0.54,0.42,2022-03-19,1117,N,VIIRS,n,2.0NRT,283.64,12.94,D
51.5459,27.64188,349.71,0.54,0.42,2022-03-19,1117,N,VIIRS,n,2.0NRT,301.12,35.8,D
51.54663,27.64971,349,0.54,0.42,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.86,12.94,D
51.542,27.64279,339.87,0.54,0.42,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.02,12.75,D
51.54274,27.65062,336.48,0.54,0.42,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.43,5.42,D
51.47146,26.95203,342.05,0.51,0.41,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.41,9.31,D
51.47219,26.95941,331.29,0.51,0.41,2022-03-19,1117,N,VIIRS,n,2.0NRT,282.02,9.31,D
51.33354,26.16164,327.78,0.48,0.4,2022-03-19,1117,N,VIIRS,n,2.0NRT,282.81,4.88,D
51.32915,26.15572,329.53,0.48,0.4,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.6,4.88,D
51.23106,25.62222,326.24,0.46,0.39,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.83,2.38,D
51.70578,31.44314,330.58,0.51,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.43,2.82,D
51.70623,31.45071,330.54,0.51,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.94,4.44,D
51.70117,31.44384,326.3,0.51,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,282.85,1.29,D
51.79759,33.30103,344.58,0.61,0.54,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.67,13.71,D
51.26854,26.24368,330.76,0.48,0.4,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.89,3.59,D
51.35416,27.08763,327.53,0.51,0.41,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.83,3.26,D
51.71536,31.76695,342.32,0.53,0.5,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.97,5.71,D
51.71714,31.79821,345.97,0.53,0.5,2022-03-19,1117,N,VIIRS,n,2.0NRT,288.5,12.31,D
51.71112,31.77534,356.73,0.53,0.5,2022-03-19,1117,N,VIIRS,l,2.0NRT,286.9,44.23,D
51.26485,26.24466,334.96,0.48,0.4,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.63,4.04,D
51.71069,31.7676,340.15,0.53,0.5,2022-03-19,1117,N,VIIRS,n,2.0NRT,294.54,23.07,D
51.7129,31.8067,338.91,0.53,0.5,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.11,28.88,D
51.79583,33.49548,346.9,0.63,0.54,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.69,13.3,D
51.70557,31.76044,330.78,0.53,0.5,2022-03-19,1117,N,VIIRS,n,2.0NRT,280.25,23.07,D
51.70601,31.76821,350.26,0.53,0.5,2022-03-19,1117,N,VIIRS,n,2.0NRT,283.99,23.07,D
51.68922,31.63797,343.98,0.52,0.5,2022-03-19,1117,N,VIIRS,n,2.0NRT,283.33,6.74,D
51.20315,25.80755,329,0.46,0.39,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.28,4.8,D
51.1411,25.84659,346.28,0.47,0.39,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.87,8.87,D
51.18423,26.31694,326.06,0.48,0.4,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.75,1.39,D
51.60835,31.42098,328.48,0.51,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,283.22,2.36,D
51.24166,26.91319,329.47,0.5,0.41,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.09,5.2,D
51.35096,28.96476,331.56,0.4,0.44,2022-03-19,1117,N,VIIRS,n,2.0NRT,282.01,3.74,D
51.34636,28.95978,345.28,0.4,0.44,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.63,7.26,D
51.34685,28.96561,330.03,0.4,0.44,2022-03-19,1117,N,VIIRS,n,2.0NRT,282.36,7.26,D
51.57362,32.23599,327.76,0.55,0.51,2022-03-19,1117,N,VIIRS,n,2.0NRT,282.85,2.8,D
51.34226,28.96062,341.66,0.4,0.44,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.13,7.26,D
51.49852,31.06707,337.85,0.49,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,282.02,4.35,D
51.3915,29.79588,333.39,0.43,0.46,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.57,4.67,D
51.50533,31.46716,346.21,0.51,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,282.14,6.97,D
51.38771,29.80303,354.72,0.43,0.46,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.68,11.95,D
51.32767,29.08884,350.66,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.2,8.21,D
51.38202,29.78477,339.26,0.43,0.46,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.13,3.64,D
51.38345,29.80382,356.53,0.43,0.46,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.38,11.95,D
51.32402,29.09558,342.5,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.91,7.57,D
51.3245,29.10148,331.59,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,283.88,7.57,D
51.32975,29.16665,353.42,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.76,12.21,D
51.33023,29.17261,352.63,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,289.88,12.21,D
51.3307,29.17853,345.88,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.04,6.56,D
51.32513,29.1615,334.87,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.24,6.73,D
51.32561,29.16746,337.71,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.83,12.21,D
51.32608,29.17341,333.13,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,282.28,12.21,D
51.32703,29.1853,343.6,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.83,6.56,D
51.33001,29.27583,332.51,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,282.14,3.39,D
51.46514,31.26338,335.53,0.5,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,279.15,6.01,D
51.43134,31.31342,337.76,0.5,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.73,4.26,D
51.42678,31.31412,356.96,0.5,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.43,18.05,D
51.42221,31.31484,352.62,0.5,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.74,18.05,D
51.4875,32.52924,336.37,0.57,0.52,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.32,5.3,D
51.43204,31.31469,326.62,0.5,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.56,9.58,D
51.42748,31.31538,357.6,0.5,0.49,2022-03-19,1117,N,VIIRS,l,2.0NRT,285.61,9.58,D
51.27845,29.27039,340.58,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.41,6.59,D
51.42292,31.31609,354.66,0.5,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,290.05,16.1,D
51.08331,27.20127,328.54,0.51,0.41,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.43,5.25,D
51.09048,27.31355,330.94,0.52,0.41,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.41,3.53,D
51.48457,32.53011,325.37,0.57,0.52,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.42,3.33,D
51.25262,29.16076,325.88,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.83,2.83,D
51.24945,29.17343,354.42,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,288.92,6.46,D
50.7463,24.31655,340.45,0.42,0.38,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.72,5.29,D
51.09335,27.50514,327.26,0.53,0.42,2022-03-19,1117,N,VIIRS,n,2.0NRT,282.38,2.02,D
51.2455,29.22857,336.94,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.2,7.27,D
51.24598,29.23451,355.85,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.02,7.27,D
51.24982,29.28218,339.53,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,288.5,7.36,D
51.2527,29.31823,330.57,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,283.84,4.78,D
51.23799,29.18777,325.63,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.48,3.21,D
51.2495,29.33102,330.95,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,283.61,3.3,D
51.23145,29.15897,328.99,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,282.76,7.53,D
51.23193,29.16492,345.08,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,283.76,7.53,D
51.23241,29.17084,341.14,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.82,4.32,D
51.23384,29.1886,331.49,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.49,3.2,D
51.23624,29.21832,332.35,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,283.71,2.34,D
51.24532,29.33181,336.33,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.4,3.98,D
51.22779,29.16575,326.72,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.24,7.53,D
51.22827,29.17168,336.55,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,283.08,4.32,D
51.24068,29.32661,339.65,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,283.31,3.98,D
51.22731,29.15982,367,0.41,0.45,2022-03-19,1117,N,VIIRS,h,2.0NRT,292.98,7.53,D
51.2227,29.15472,353.75,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.95,5.86,D
51.22652,29.20216,354.59,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.26,6.4,D
51.24793,29.47282,338.8,0.42,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,287.05,3.9,D
51.21809,29.14966,327.7,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.37,5.86,D
51.21856,29.15559,346.1,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.73,5.86,D
51.21904,29.16152,348.31,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,283.37,9.44,D
51.21999,29.17336,334.39,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,280.74,5.15,D
51.4343,32.40322,338.97,0.56,0.51,2022-03-19,1117,N,VIIRS,n,2.0NRT,283.45,5.24,D
51.21443,29.15646,326.35,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,280.65,1.81,D
51.2149,29.16238,325.52,0.41,0.45,2022-03-19,1117,N,VIIRS,n,2.0NRT,279.28,2.35,D
51.3662,31.44411,335.91,0.51,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,285.35,3.71,D
51.37909,31.6622,341.45,0.52,0.5,2022-03-19,1117,N,VIIRS,n,2.0NRT,286.53,12.72,D
51.36161,31.4448,334.9,0.51,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,283.8,3.71,D
51.36205,31.45225,341,0.51,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.13,8.28,D
51.34222,31.2765,338.55,0.5,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,281.68,6.75,D
51.33811,31.28453,344.4,0.5,0.49,2022-03-19,1117,N,VIIRS,n,2.0NRT,284.08,3.04,D
