latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
48.974739,24.712336,299.03,0.4,0.37,2021-01-14,0030,N,VIIRS,n,1,270.28,0.68,N,2
48.532833,34.645054,328.63,0.56,0.43,2021-01-15,0012,N,VIIRS,n,1,266.26,5.46,N,3
48.164322,30.619604,335.13,0.42,0.38,2021-01-15,0012,N,VIIRS,n,1,269.99,5.22,N,2
48.527225,34.651417,330.96,0.41,0.37,2021-01-15,2354,N,VIIRS,n,1,261.99,4.01,N,3
47.094734,37.598591,323.28,0.52,0.41,2021-01-15,2354,N,VIIRS,n,1,268.01,4.88,N,2
47.093311,37.605206,322.48,0.52,0.41,2021-01-15,2354,N,VIIRS,n,1,270.38,2.77,N,3
47.089619,37.603573,310.48,0.52,0.41,2021-01-15,2354,N,VIIRS,n,1,270.38,2.77,N,3
47.094246,37.608807,336.54,0.43,0.46,2021-01-16,0942,N,VIIRS,n,1,272.59,12.92,D,2
49.670849,34.300747,326.35,0.41,0.37,2021-01-16,2336,N,VIIRS,n,1,250.02,4.09,N,0
47.871971,33.44685,321.54,0.42,0.37,2021-01-16,2336,N,VIIRS,n,1,258.36,2.26,N,2
48.163956,30.616131,339.01,0.51,0.41,2021-01-16,2336,N,VIIRS,n,1,262.98,10.51,N,2
48.165127,30.621668,320.2,0.59,0.7,2021-01-17,0112,N,VIIRS,n,1,256.03,4.17,N,2
47.870815,33.449562,321.8,0.4,0.45,2021-01-17,2318,N,VIIRS,n,1,258.99,2.03,N,2
48.165642,30.620972,336.21,0.47,0.48,2021-01-19,0036,N,VIIRS,n,1,257.08,4.43,N,2
47.096191,37.600632,330.44,0.35,0.57,2021-01-19,2236,N,VIIRS,n,1,253.11,14.66,N,2
47.095997,37.605362,355.08,0.35,0.57,2021-01-19,2236,N,VIIRS,n,1,262.8,7.5,N,2
47.090717,37.604645,320.23,0.35,0.57,2021-01-19,2236,N,VIIRS,n,1,254.56,7.5,N,2
47.097034,37.604366,367,0.35,0.57,2021-01-19,2236,N,VIIRS,h,1,262.26,9.91,N,2
47.091759,37.603622,367,0.35,0.57,2021-01-19,2236,N,VIIRS,h,1,254.48,9.91,N,2
47.868965,33.391727,334.59,0.4,0.44,2021-01-20,0018,N,VIIRS,n,1,258.07,2.61,N,2
47.626911,34.323395,331.97,0.44,0.46,2021-01-20,0018,N,VIIRS,n,1,254.03,4.1,N,2
49.672005,34.30151,326.2,0.42,0.38,2021-01-21,0000,N,VIIRS,n,1,255.77,4.94,N,0
50.544426,26.262396,297.7,0.47,0.39,2021-01-21,0000,N,VIIRS,n,1,268.99,0.64,N,2
47.155365,37.564754,325.92,0.39,0.44,2021-01-21,0000,N,VIIRS,n,1,256.74,2.77,N,2
47.093517,37.607544,329.57,0.4,0.44,2021-01-21,0000,N,VIIRS,n,1,256.86,10.66,N,3
48.747028,26.604671,305.34,0.44,0.38,2021-01-21,0000,N,VIIRS,n,1,268.69,1.3,N,2
44.773937,33.860554,304.14,0.38,0.36,2021-01-21,2342,N,VIIRS,n,1,274.99,0.89,N,2
47.093582,37.603241,325.81,0.59,0.53,2021-01-22,0924,N,VIIRS,n,1,275.34,5.71,D,2
48.163555,30.62038,304.44,0.46,0.47,2021-01-22,2324,N,VIIRS,n,1,269.56,0.93,N,0
48.472301,34.631641,296.31,0.5,0.49,2021-01-23,2300,N,VIIRS,n,1,269.48,0.87,N,2
47.167007,37.564037,303.55,0.54,0.42,2021-01-23,2306,N,VIIRS,n,1,273.98,1.8,N,2
47.166622,37.526745,327.16,0.55,0.42,2021-01-23,2306,N,VIIRS,n,1,274.04,3.41,N,2
47.163815,37.555855,314.67,0.54,0.42,2021-01-23,2306,N,VIIRS,n,1,274.9,1.9,N,2
47.162708,37.525928,298.88,0.55,0.42,2021-01-23,2306,N,VIIRS,n,1,272.46,3.41,N,2
47.15921,37.562279,298.39,0.54,0.42,2021-01-23,2306,N,VIIRS,n,1,274.17,1.9,N,2
47.154606,37.568672,306.25,0.54,0.42,2021-01-23,2306,N,VIIRS,n,1,274.4,1.22,N,2
47.154987,37.531025,305.93,0.55,0.42,2021-01-23,2306,N,VIIRS,n,1,274.88,1.67,N,2
48.491085,34.977322,331.76,0.41,0.61,2021-01-24,0042,N,VIIRS,n,1,266.41,2.73,N,3
48.486004,34.973507,301,0.41,0.61,2021-01-24,0042,N,VIIRS,n,1,265.72,1.17,N,2
48.532391,34.646877,298.82,0.4,0.6,2021-01-24,0042,N,VIIRS,n,1,267.36,1.22,N,3
47.868134,33.442268,314.23,0.37,0.58,2021-01-24,0042,N,VIIRS,n,1,261.88,0.88,N,2
47.868793,33.391315,328.79,0.38,0.36,2021-01-24,1030,N,VIIRS,n,1,270.66,3.69,D,3
47.159046,37.533249,301.42,0.59,0.53,2021-01-24,2242,N,VIIRS,n,1,259.1,1.34,N,2
47.157291,37.565586,297.46,0.59,0.53,2021-01-24,2242,N,VIIRS,n,1,269.6,1.49,N,2
47.154137,37.532616,333.31,0.59,0.53,2021-01-24,2242,N,VIIRS,n,1,252.54,5.03,N,2
47.15836,37.528061,322.73,0.59,0.53,2021-01-24,2242,N,VIIRS,n,1,252.66,7.43,N,2
47.155964,37.568203,303.62,0.59,0.53,2021-01-24,2242,N,VIIRS,n,1,266.74,1.13,N,2
44.771828,33.864094,299.94,0.59,0.53,2021-01-25,0024,N,VIIRS,n,1,275.47,1.59,N,0
47.095783,37.596207,341.23,0.39,0.36,2021-01-25,1012,N,VIIRS,n,1,273.39,4.26,D,2
47.154751,37.533569,330.3,0.39,0.36,2021-01-25,1012,N,VIIRS,n,1,271.06,4.35,D,2
48.488647,34.975018,337.3,0.41,0.37,2021-01-25,1012,N,VIIRS,n,1,271.05,15.03,D,2
50.446526,33.152317,331.22,0.39,0.36,2021-01-26,2348,N,VIIRS,n,1,259.33,4.12,N,0
47.156464,37.564747,321.94,0.46,0.39,2021-01-26,2348,N,VIIRS,n,1,263.63,3.39,N,2
47.154247,37.56863,320.65,0.46,0.39,2021-01-26,2348,N,VIIRS,n,1,263.11,3.42,N,2
47.15419,37.530605,326.8,0.45,0.39,2021-01-26,2348,N,VIIRS,n,1,263.99,3.34,N,2
47.093666,37.606617,329.21,0.46,0.39,2021-01-26,2348,N,VIIRS,n,1,257.41,5.5,N,2
50.546146,26.261547,299.89,0.44,0.62,2021-01-27,0124,N,VIIRS,n,1,271.69,0.8,N,2
48.481796,38.784519,301.68,0.45,0.39,2021-01-28,2312,N,VIIRS,n,1,271.6,1.32,N,2
48.464787,38.759972,301.5,0.45,0.39,2021-01-28,2312,N,VIIRS,n,1,273.26,1.9,N,2
48.461956,38.752975,298.37,0.45,0.39,2021-01-28,2312,N,VIIRS,n,1,272.57,0.78,N,2
47.153893,37.564842,299.31,0.47,0.4,2021-01-28,2312,N,VIIRS,n,1,268.81,1.24,N,2
47.096939,37.610332,324.15,0.68,0.74,2021-01-29,0048,N,VIIRS,n,1,272.08,5.61,N,2
47.093727,37.597599,346.37,0.68,0.74,2021-01-29,0048,N,VIIRS,n,1,271.88,8.44,N,3
47.090664,37.605934,345.26,0.68,0.74,2021-01-29,0048,N,VIIRS,n,1,272.18,8.44,N,3
47.155884,37.56868,331.47,0.5,0.41,2021-01-29,1036,N,VIIRS,n,1,282.41,3.5,D,2
47.156166,37.535046,329.09,0.5,0.41,2021-01-29,1036,N,VIIRS,n,1,280.06,9.61,D,2
48.495617,35.099018,299.02,0.33,0.55,2021-01-29,2248,N,VIIRS,n,1,270.99,0.47,N,2
48.490387,34.976521,336.85,0.34,0.56,2021-01-29,2248,N,VIIRS,n,1,271.22,2.31,N,2
48.469917,34.965843,300.62,0.34,0.56,2021-01-29,2248,N,VIIRS,n,1,271.66,0.54,N,0
48.469242,34.966564,296.13,0.34,0.56,2021-01-29,2248,N,VIIRS,n,1,270.64,0.4,N,0
48.473389,34.632736,312.96,0.35,0.57,2021-01-29,2248,N,VIIRS,n,1,270.84,1.03,N,2
48.534512,34.642345,316.43,0.59,0.53,2021-01-30,0030,N,VIIRS,n,1,272.3,4.63,N,3
48.525902,34.654564,296.48,0.59,0.53,2021-01-30,0030,N,VIIRS,n,1,270.99,1.62,N,3
48.520927,34.633774,311.09,0.59,0.53,2021-01-30,0030,N,VIIRS,n,1,270.4,1.59,N,3
48.404526,25.008692,340.69,0.39,0.59,2021-01-30,1200,N,VIIRS,n,1,282.06,6.22,D,0
48.404354,25.003443,336.55,0.39,0.59,2021-01-30,1200,N,VIIRS,n,1,282.64,4.21,D,0
47.093781,37.603367,338.32,0.44,0.38,2021-01-31,1000,N,VIIRS,n,1,277.27,6.6,D,2
47.094505,37.606888,334.75,0.44,0.38,2021-01-31,1000,N,VIIRS,n,1,277.3,4.48,D,2
47.15657,37.563725,332.14,0.44,0.38,2021-01-31,1000,N,VIIRS,n,1,275.56,3.6,D,2
44.880226,34.296097,328.95,0.42,0.38,2021-02-03,1042,N,VIIRS,n,1,284.29,3.33,D,0
44.958801,33.793491,326.48,0.41,0.37,2021-02-03,1042,N,VIIRS,n,1,288.61,2.59,D,0
50.54369,26.257828,297.86,0.38,0.36,2021-02-05,0018,N,VIIRS,n,1,270.3,1.03,N,2
47.159447,37.529972,327.3,0.59,0.7,2021-02-05,2218,N,VIIRS,n,1,268.93,5.49,N,2
47.15287,37.529686,346.32,0.59,0.7,2021-02-05,2218,N,VIIRS,n,1,266.86,5.49,N,2
47.155312,37.526836,349.05,0.59,0.7,2021-02-05,2218,N,VIIRS,n,1,267.88,9.88,N,2
47.155289,37.534492,307.24,0.59,0.7,2021-02-05,2218,N,VIIRS,n,1,266,5.09,N,2
47.09605,37.606071,338.42,0.58,0.7,2021-02-05,2218,N,VIIRS,n,1,269.99,4.24,N,2
47.089497,37.60556,300.15,0.58,0.7,2021-02-05,2218,N,VIIRS,n,1,267.94,4.24,N,0
48.214203,38.246754,321.45,0.42,0.38,2021-02-06,2342,N,VIIRS,n,1,267.16,2.03,N,2
48.165314,37.70409,322.25,0.41,0.37,2021-02-06,2342,N,VIIRS,n,1,271.34,4.79,N,2
48.531528,34.64616,300.7,0.39,0.36,2021-02-06,2342,N,VIIRS,n,1,266.46,1.3,N,3
47.878899,35.191807,330.33,0.38,0.36,2021-02-06,2342,N,VIIRS,n,1,267.18,2.96,N,2
47.883045,33.446369,311.72,0.39,0.36,2021-02-06,2342,N,VIIRS,n,1,268.14,1.56,N,2
47.874317,33.410931,301.31,0.39,0.36,2021-02-06,2342,N,VIIRS,n,1,265.94,1.01,N,3
47.873569,33.41613,301.34,0.39,0.36,2021-02-06,2342,N,VIIRS,n,1,268,1.01,N,3
47.869057,33.447346,309.11,0.39,0.36,2021-02-06,2342,N,VIIRS,n,1,267.42,1.6,N,2
47.868004,33.430679,305.02,0.39,0.36,2021-02-06,2342,N,VIIRS,n,1,264.76,1.11,N,2
47.867252,33.435879,309.43,0.39,0.36,2021-02-06,2342,N,VIIRS,n,1,264.83,1.11,N,2
47.869946,33.393208,325.67,0.39,0.36,2021-02-06,2342,N,VIIRS,n,1,267.5,2.82,N,2
47.162888,37.559635,331.39,0.41,0.37,2021-02-06,2342,N,VIIRS,n,1,268.9,2.39,N,2
47.846771,33.385807,303.71,0.39,0.36,2021-02-06,2342,N,VIIRS,n,1,265.61,0.91,N,3
47.154205,37.567677,332.7,0.41,0.37,2021-02-06,2342,N,VIIRS,n,1,269.21,5.67,N,2
47.141171,37.579758,309.56,0.41,0.37,2021-02-06,2342,N,VIIRS,n,1,270.64,1.3,N,2
47.13781,37.578438,296.46,0.41,0.37,2021-02-06,2342,N,VIIRS,n,1,265.05,1.3,N,2
47.1036,37.588001,300.75,0.42,0.37,2021-02-06,2342,N,VIIRS,n,1,270.47,1.6,N,2
47.096256,37.595341,326.03,0.42,0.37,2021-02-06,2342,N,VIIRS,n,1,271.43,4.94,N,2
47.094288,37.606075,320.58,0.42,0.37,2021-02-06,2342,N,VIIRS,n,1,270.74,3.71,N,2
47.092899,37.594025,324.95,0.42,0.37,2021-02-06,2342,N,VIIRS,n,1,267.12,2.64,N,3
47.090919,37.604774,327.25,0.42,0.37,2021-02-06,2342,N,VIIRS,n,1,269.81,3.83,N,3
47.095852,37.577942,298.99,0.42,0.37,2021-02-06,2342,N,VIIRS,n,1,269.08,0.97,N,3
47.628643,34.329384,305.7,0.38,0.36,2021-02-06,2342,N,VIIRS,n,1,267.95,1.24,N,2
48.46714,38.763943,300.09,0.47,0.4,2021-02-11,2348,N,VIIRS,n,1,271.19,1.13,N,0
48.174641,37.698193,313.44,0.44,0.39,2021-02-11,2348,N,VIIRS,n,1,278.21,2.35,N,2
48.170052,37.702503,312.56,0.44,0.39,2021-02-11,2348,N,VIIRS,n,1,278.11,1.57,N,2
48.165462,37.706818,324.38,0.44,0.39,2021-02-11,2348,N,VIIRS,n,1,277.89,1.57,N,2
